pind,arm,delta,correct
1300,NW-flex,-2,1.0
1300,BWA-no-clip,-1,0.9
1300,BWA-std,-1,0.7
1300,NW-flex,-1,1.0
1300,BWA-no-clip,0,1.0
1300,BWA-std,0,1.0
1300,NW-flex,0,1.0
1300,BWA-no-clip,1,1.0
1300,BWA-std,1,0.7
1300,NW-flex,1,1.0
1300,BWA-no-clip,2,1.0
1300,BWA-std,2,0.5
1300,NW-flex,2,1.0
1300,BWA-no-clip,3,1.0
1300,BWA-std,3,0.3
1300,NW-flex,3,1.0
1300,BWA-no-clip,4,1.0
1300,BWA-std,4,0.1
1300,NW-flex,4,1.0
1300,BWA-no-clip,5,1.0
1300,BWA-std,5,0.0
1300,NW-flex,5,1.0
1301,BWA-no-clip,-5,0.7
1301,BWA-std,-5,0.1
1301,NW-flex,-5,1.0
1301,BWA-no-clip,-4,0.8
1301,BWA-std,-4,0.2
1301,NW-flex,-4,1.0
1301,BWA-no-clip,-3,0.8
1301,BWA-std,-3,0.4
1301,NW-flex,-3,1.0
1301,BWA-no-clip,-2,0.9
1301,BWA-std,-2,0.6
1301,NW-flex,-2,1.0
1301,BWA-no-clip,-1,0.9
1301,BWA-std,-1,0.7
1301,NW-flex,-1,1.0
1301,BWA-no-clip,0,1.0
1301,BWA-std,0,1.0
1301,NW-flex,0,1.0
1301,BWA-no-clip,1,1.0
1301,BWA-std,1,0.7
1301,NW-flex,1,1.0
1301,BWA-no-clip,2,1.0
1301,BWA-std,2,0.5
1301,NW-flex,2,1.0
1301,BWA-no-clip,3,1.0
1301,BWA-std,3,0.3
1301,NW-flex,3,1.0
1301,BWA-no-clip,4,1.0
1301,BWA-std,4,0.1
1301,NW-flex,4,1.0
1301,BWA-no-clip,5,1.0
1301,BWA-std,5,0.0
1301,NW-flex,5,1.0
1302,BWA-no-clip,-5,0.6
1302,BWA-std,-5,0.1
1302,NW-flex,-5,1.0
1302,BWA-no-clip,-4,0.8
1302,BWA-std,-4,0.2
1302,NW-flex,-4,1.0
1302,BWA-no-clip,-3,0.8
1302,BWA-std,-3,0.4
1302,NW-flex,-3,1.0
1302,BWA-no-clip,-2,0.9
1302,BWA-std,-2,0.6
1302,NW-flex,-2,1.0
1302,BWA-no-clip,-1,0.9
1302,BWA-std,-1,0.7
1302,NW-flex,-1,1.0
1302,BWA-no-clip,0,1.0
1302,BWA-std,0,1.0
1302,NW-flex,0,1.0
1302,BWA-no-clip,1,1.0
1302,BWA-std,1,0.7
1302,NW-flex,1,1.0
1302,BWA-no-clip,2,1.0
1302,BWA-std,2,0.5
1302,NW-flex,2,1.0
1302,BWA-no-clip,3,1.0
1302,BWA-std,3,0.3
1302,NW-flex,3,1.0
1302,BWA-no-clip,4,1.0
1302,BWA-std,4,0.1
1302,NW-flex,4,1.0
1302,BWA-no-clip,5,1.0
1302,BWA-std,5,0.0
1302,NW-flex,5,1.0
1303,BWA-no-clip,-5,0.6
1303,BWA-std,-5,0.1
1303,NW-flex,-5,1.0
1303,BWA-no-clip,-4,0.7
1303,BWA-std,-4,0.2
1303,NW-flex,-4,1.0
1303,BWA-no-clip,-3,0.8
1303,BWA-std,-3,0.4
1303,NW-flex,-3,1.0
1303,BWA-no-clip,-2,0.9
1303,BWA-std,-2,0.6
1303,NW-flex,-2,1.0
1303,BWA-no-clip,-1,0.9
1303,BWA-std,-1,0.7
1303,NW-flex,-1,1.0
1303,BWA-no-clip,0,1.0
1303,BWA-std,0,1.0
1303,NW-flex,0,1.0
1303,BWA-no-clip,1,1.0
1303,BWA-std,1,0.7
1303,NW-flex,1,1.0
1303,BWA-no-clip,2,1.0
1303,BWA-std,2,0.5
1303,NW-flex,2,1.0
1303,BWA-no-clip,3,1.0
1303,BWA-std,3,0.3
1303,NW-flex,3,1.0
1303,BWA-no-clip,4,1.0
1303,BWA-std,4,0.1
1303,NW-flex,4,1.0
1303,BWA-no-clip,5,1.0
1303,BWA-std,5,0.0
1303,NW-flex,5,1.0
1304,BWA-no-clip,-5,0.7
1304,BWA-std,-5,0.1
1304,NW-flex,-5,1.0
1304,BWA-no-clip,-4,0.8
1304,BWA-std,-4,0.2
1304,NW-flex,-4,1.0
1304,BWA-no-clip,-3,0.8
1304,BWA-std,-3,0.4
1304,NW-flex,-3,1.0
1304,BWA-no-clip,-2,0.9
1304,BWA-std,-2,0.6
1304,NW-flex,-2,1.0
1304,BWA-no-clip,-1,0.9
1304,BWA-std,-1,0.7
1304,NW-flex,-1,1.0
1304,BWA-no-clip,0,1.0
1304,BWA-std,0,1.0
1304,NW-flex,0,1.0
1304,BWA-no-clip,1,1.0
1304,BWA-std,1,0.7
1304,NW-flex,1,1.0
1304,BWA-no-clip,2,1.0
1304,BWA-std,2,0.5
1304,NW-flex,2,1.0
1304,BWA-no-clip,3,1.0
1304,BWA-std,3,0.3
1304,NW-flex,3,1.0
1304,BWA-no-clip,4,1.0
1304,BWA-std,4,0.1
1304,NW-flex,4,1.0
1304,BWA-no-clip,5,1.0
1304,BWA-std,5,0.0
1304,NW-flex,5,1.0
1305,BWA-no-clip,-5,0.5
1305,BWA-std,-5,0.1
1305,NW-flex,-5,1.0
1305,BWA-no-clip,-4,0.7
1305,BWA-std,-4,0.2
1305,NW-flex,-4,1.0
1305,BWA-no-clip,-3,0.7
1305,BWA-std,-3,0.4
1305,NW-flex,-3,1.0
1305,BWA-no-clip,-2,0.8
1305,BWA-std,-2,0.6
1305,NW-flex,-2,1.0
1305,BWA-no-clip,-1,0.9
1305,BWA-std,-1,0.7
1305,NW-flex,-1,1.0
1305,BWA-no-clip,0,1.0
1305,BWA-std,0,1.0
1305,NW-flex,0,1.0
1305,BWA-no-clip,1,1.0
1305,BWA-std,1,0.7
1305,NW-flex,1,1.0
1305,BWA-no-clip,2,1.0
1305,BWA-std,2,0.5
1305,NW-flex,2,1.0
1305,BWA-no-clip,3,1.0
1305,BWA-std,3,0.3
1305,NW-flex,3,1.0
1305,BWA-no-clip,4,1.0
1305,BWA-std,4,0.1
1305,NW-flex,4,1.0
1305,BWA-no-clip,5,1.0
1305,BWA-std,5,0.0
1305,NW-flex,5,1.0
1306,BWA-no-clip,-5,0.4
1306,BWA-std,-5,0.1
1306,NW-flex,-5,1.0
1306,BWA-no-clip,-4,0.7
1306,BWA-std,-4,0.2
1306,NW-flex,-4,1.0
1306,BWA-no-clip,-3,0.8
1306,BWA-std,-3,0.4
1306,NW-flex,-3,1.0
1306,BWA-no-clip,-2,0.9
1306,BWA-std,-2,0.6
1306,NW-flex,-2,1.0
1306,BWA-no-clip,-1,0.9
1306,BWA-std,-1,0.7
1306,NW-flex,-1,1.0
1306,BWA-no-clip,0,1.0
1306,BWA-std,0,1.0
1306,NW-flex,0,1.0
1306,BWA-no-clip,1,1.0
1306,BWA-std,1,0.7
1306,NW-flex,1,1.0
1306,BWA-no-clip,2,1.0
1306,BWA-std,2,0.5
1306,NW-flex,2,1.0
1306,BWA-no-clip,3,1.0
1306,BWA-std,3,0.3
1306,NW-flex,3,1.0
1306,BWA-no-clip,4,1.0
1306,BWA-std,4,0.1
1306,NW-flex,4,1.0
1306,BWA-no-clip,5,1.0
1306,BWA-std,5,0.0
1306,NW-flex,5,1.0
1307,BWA-no-clip,-5,0.5
1307,BWA-std,-5,0.1
1307,NW-flex,-5,1.0
1307,BWA-no-clip,-4,0.6
1307,BWA-std,-4,0.2
1307,NW-flex,-4,1.0
1307,BWA-no-clip,-3,0.6
1307,BWA-std,-3,0.4
1307,NW-flex,-3,1.0
1307,BWA-no-clip,-2,0.9
1307,BWA-std,-2,0.6
1307,NW-flex,-2,1.0
1307,BWA-no-clip,-1,0.9
1307,BWA-std,-1,0.7
1307,NW-flex,-1,1.0
1307,BWA-no-clip,0,1.0
1307,BWA-std,0,1.0
1307,NW-flex,0,1.0
1307,BWA-no-clip,1,1.0
1307,BWA-std,1,0.7
1307,NW-flex,1,1.0
1307,BWA-no-clip,2,0.9
1307,BWA-std,2,0.5
1307,NW-flex,2,1.0
1307,BWA-no-clip,3,1.0
1307,BWA-std,3,0.3
1307,NW-flex,3,1.0
1307,BWA-no-clip,4,1.0
1307,BWA-std,4,0.1
1307,NW-flex,4,1.0
1307,BWA-no-clip,5,1.0
1307,BWA-std,5,0.0
1307,NW-flex,5,1.0
1308,BWA-no-clip,-5,0.5
1308,BWA-std,-5,0.1
1308,NW-flex,-5,1.0
1308,BWA-no-clip,-4,0.6
1308,BWA-std,-4,0.2
1308,NW-flex,-4,1.0
1308,BWA-no-clip,-3,0.8
1308,BWA-std,-3,0.4
1308,NW-flex,-3,1.0
1308,BWA-no-clip,-2,0.8
1308,BWA-std,-2,0.6
1308,NW-flex,-2,1.0
1308,BWA-no-clip,-1,0.9
1308,BWA-std,-1,0.7
1308,NW-flex,-1,1.0
1308,BWA-no-clip,0,1.0
1308,BWA-std,0,1.0
1308,NW-flex,0,1.0
1308,BWA-no-clip,1,1.0
1308,BWA-std,1,0.7
1308,NW-flex,1,1.0
1308,BWA-no-clip,2,1.0
1308,BWA-std,2,0.5
1308,NW-flex,2,1.0
1308,BWA-no-clip,3,1.0
1308,BWA-std,3,0.3
1308,NW-flex,3,1.0
1308,BWA-no-clip,4,1.0
1308,BWA-std,4,0.1
1308,NW-flex,4,1.0
1308,BWA-no-clip,5,1.0
1308,BWA-std,5,0.0
1308,NW-flex,5,1.0
1309,BWA-no-clip,-5,0.7
1309,BWA-std,-5,0.1
1309,NW-flex,-5,1.0
1309,BWA-no-clip,-4,0.8
1309,BWA-std,-4,0.2
1309,NW-flex,-4,1.0
1309,BWA-no-clip,-3,0.8
1309,BWA-std,-3,0.4
1309,NW-flex,-3,1.0
1309,BWA-no-clip,-2,0.9
1309,BWA-std,-2,0.6
1309,NW-flex,-2,1.0
1309,BWA-no-clip,-1,0.9
1309,BWA-std,-1,0.7
1309,NW-flex,-1,1.0
1309,BWA-no-clip,0,1.0
1309,BWA-std,0,1.0
1309,NW-flex,0,1.0
1309,BWA-no-clip,1,1.0
1309,BWA-std,1,0.7
1309,NW-flex,1,1.0
1309,BWA-no-clip,2,1.0
1309,BWA-std,2,0.5
1309,NW-flex,2,1.0
1309,BWA-no-clip,3,1.0
1309,BWA-std,3,0.3
1309,NW-flex,3,1.0
1309,BWA-no-clip,4,1.0
1309,BWA-std,4,0.1
1309,NW-flex,4,1.0
1309,BWA-no-clip,5,1.0
1309,BWA-std,5,0.0
1309,NW-flex,5,1.0
1310,BWA-no-clip,-5,0.5
1310,BWA-std,-5,0.1
1310,NW-flex,-5,1.0
1310,BWA-no-clip,-4,0.5
1310,BWA-std,-4,0.2
1310,NW-flex,-4,1.0
1310,BWA-no-clip,-3,0.6
1310,BWA-std,-3,0.3
1310,NW-flex,-3,1.0
1310,BWA-no-clip,-2,0.7
1310,BWA-std,-2,0.5
1310,NW-flex,-2,1.0
1310,BWA-no-clip,-1,0.8
1310,BWA-std,-1,0.7
1310,NW-flex,-1,1.0
1310,BWA-no-clip,0,1.0
1310,BWA-std,0,1.0
1310,NW-flex,0,1.0
1310,BWA-no-clip,1,0.9
1310,BWA-std,1,0.7
1310,NW-flex,1,1.0
1310,BWA-no-clip,2,0.9
1310,BWA-std,2,0.5
1310,NW-flex,2,1.0
1310,BWA-no-clip,3,0.8
1310,BWA-std,3,0.3
1310,NW-flex,3,1.0
1310,BWA-no-clip,4,0.8
1310,BWA-std,4,0.1
1310,NW-flex,4,1.0
1310,BWA-no-clip,5,0.8
1310,BWA-std,5,0.0
1310,NW-flex,5,1.0
1311,BWA-no-clip,-5,0.5
1311,BWA-std,-5,0.1
1311,NW-flex,-5,1.0
1311,BWA-no-clip,-4,0.6
1311,BWA-std,-4,0.2
1311,NW-flex,-4,1.0
1311,BWA-no-clip,-3,0.8
1311,BWA-std,-3,0.4
1311,NW-flex,-3,1.0
1311,BWA-no-clip,-2,0.8
1311,BWA-std,-2,0.6
1311,NW-flex,-2,1.0
1311,BWA-no-clip,-1,0.9
1311,BWA-std,-1,0.7
1311,NW-flex,-1,1.0
1311,BWA-no-clip,0,1.0
1311,BWA-std,0,1.0
1311,NW-flex,0,1.0
1311,BWA-no-clip,1,1.0
1311,BWA-std,1,0.7
1311,NW-flex,1,1.0
1311,BWA-no-clip,2,1.0
1311,BWA-std,2,0.5
1311,NW-flex,2,1.0
1311,BWA-no-clip,3,1.0
1311,BWA-std,3,0.3
1311,NW-flex,3,1.0
1311,BWA-no-clip,4,1.0
1311,BWA-std,4,0.1
1311,NW-flex,4,1.0
1311,BWA-no-clip,5,1.0
1311,BWA-std,5,0.0
1311,NW-flex,5,1.0
1312,BWA-no-clip,-5,0.4
1312,BWA-std,-5,0.1
1312,NW-flex,-5,1.0
1312,BWA-no-clip,-4,0.5
1312,BWA-std,-4,0.2
1312,NW-flex,-4,1.0
1312,BWA-no-clip,-3,0.5
1312,BWA-std,-3,0.4
1312,NW-flex,-3,1.0
1312,BWA-no-clip,-2,0.8
1312,BWA-std,-2,0.6
1312,NW-flex,-2,1.0
1312,BWA-no-clip,-1,0.9
1312,BWA-std,-1,0.7
1312,NW-flex,-1,1.0
1312,BWA-no-clip,0,1.0
1312,BWA-std,0,1.0
1312,NW-flex,0,1.0
1312,BWA-no-clip,1,1.0
1312,BWA-std,1,0.7
1312,NW-flex,1,1.0
1312,BWA-no-clip,2,1.0
1312,BWA-std,2,0.5
1312,NW-flex,2,1.0
1312,BWA-no-clip,3,1.0
1312,BWA-std,3,0.3
1312,NW-flex,3,1.0
1312,BWA-no-clip,4,0.8
1312,BWA-std,4,0.1
1312,NW-flex,4,1.0
1312,BWA-no-clip,5,0.8
1312,BWA-std,5,0.0
1312,NW-flex,5,1.0
1313,BWA-no-clip,-5,0.7
1313,BWA-std,-5,0.1
1313,NW-flex,-5,1.0
1313,BWA-no-clip,-4,0.8
1313,BWA-std,-4,0.2
1313,NW-flex,-4,1.0
1313,BWA-no-clip,-3,0.8
1313,BWA-std,-3,0.4
1313,NW-flex,-3,1.0
1313,BWA-no-clip,-2,0.9
1313,BWA-std,-2,0.6
1313,NW-flex,-2,1.0
1313,BWA-no-clip,-1,0.9
1313,BWA-std,-1,0.7
1313,NW-flex,-1,1.0
1313,BWA-no-clip,0,1.0
1313,BWA-std,0,1.0
1313,NW-flex,0,1.0
1313,BWA-no-clip,1,1.0
1313,BWA-std,1,0.7
1313,NW-flex,1,1.0
1313,BWA-no-clip,2,1.0
1313,BWA-std,2,0.5
1313,NW-flex,2,1.0
1313,BWA-no-clip,3,1.0
1313,BWA-std,3,0.3
1313,NW-flex,3,1.0
1313,BWA-no-clip,4,1.0
1313,BWA-std,4,0.1
1313,NW-flex,4,1.0
1313,BWA-no-clip,5,1.0
1313,BWA-std,5,0.0
1313,NW-flex,5,1.0
1314,BWA-no-clip,-5,0.6
1314,BWA-std,-5,0.1
1314,NW-flex,-5,1.0
1314,BWA-no-clip,-4,0.8
1314,BWA-std,-4,0.2
1314,NW-flex,-4,1.0
1314,BWA-no-clip,-3,0.8
1314,BWA-std,-3,0.4
1314,NW-flex,-3,1.0
1314,BWA-no-clip,-2,0.9
1314,BWA-std,-2,0.6
1314,NW-flex,-2,1.0
1314,BWA-no-clip,-1,0.9
1314,BWA-std,-1,0.7
1314,NW-flex,-1,1.0
1314,BWA-no-clip,0,1.0
1314,BWA-std,0,1.0
1314,NW-flex,0,1.0
1314,BWA-no-clip,1,1.0
1314,BWA-std,1,0.7
1314,NW-flex,1,1.0
1314,BWA-no-clip,2,1.0
1314,BWA-std,2,0.5
1314,NW-flex,2,1.0
1314,BWA-no-clip,3,1.0
1314,BWA-std,3,0.3
1314,NW-flex,3,1.0
1314,BWA-no-clip,4,1.0
1314,BWA-std,4,0.1
1314,NW-flex,4,1.0
1314,BWA-no-clip,5,1.0
1314,BWA-std,5,0.0
1314,NW-flex,5,1.0
1315,BWA-no-clip,-5,0.6
1315,BWA-std,-5,0.1
1315,NW-flex,-5,1.0
1315,BWA-no-clip,-4,0.7
1315,BWA-std,-4,0.2
1315,NW-flex,-4,1.0
1315,BWA-no-clip,-3,0.7
1315,BWA-std,-3,0.4
1315,NW-flex,-3,1.0
1315,BWA-no-clip,-2,0.9
1315,BWA-std,-2,0.6
1315,NW-flex,-2,1.0
1315,BWA-no-clip,-1,0.9
1315,BWA-std,-1,0.7
1315,NW-flex,-1,1.0
1315,BWA-no-clip,0,1.0
1315,BWA-std,0,1.0
1315,NW-flex,0,1.0
1315,BWA-no-clip,1,1.0
1315,BWA-std,1,0.7
1315,NW-flex,1,1.0
1315,BWA-no-clip,2,1.0
1315,BWA-std,2,0.5
1315,NW-flex,2,1.0
1315,BWA-no-clip,3,1.0
1315,BWA-std,3,0.3
1315,NW-flex,3,1.0
1315,BWA-no-clip,4,1.0
1315,BWA-std,4,0.1
1315,NW-flex,4,1.0
1315,BWA-no-clip,5,1.0
1315,BWA-std,5,0.0
1315,NW-flex,5,1.0
1316,BWA-no-clip,-5,0.6
1316,BWA-std,-5,0.1
1316,NW-flex,-5,1.0
1316,BWA-no-clip,-4,0.6
1316,BWA-std,-4,0.2
1316,NW-flex,-4,1.0
1316,BWA-no-clip,-3,0.7
1316,BWA-std,-3,0.4
1316,NW-flex,-3,1.0
1316,BWA-no-clip,-2,0.7333333333333333
1316,BWA-std,-2,0.5
1316,NW-flex,-2,1.0
1316,BWA-no-clip,-1,0.7
1316,BWA-std,-1,0.7
1316,NW-flex,-1,1.0
1316,BWA-no-clip,0,1.0
1316,BWA-std,0,1.0
1316,NW-flex,0,1.0
1316,BWA-no-clip,1,0.8
1316,BWA-std,1,0.7
1316,NW-flex,1,1.0
1316,BWA-no-clip,2,0.8
1316,BWA-std,2,0.5
1316,NW-flex,2,1.0
1316,BWA-no-clip,3,0.8
1316,BWA-std,3,0.3
1316,NW-flex,3,1.0
1316,BWA-no-clip,4,0.8
1316,BWA-std,4,0.1
1316,NW-flex,4,1.0
1316,BWA-no-clip,5,0.8
1316,BWA-std,5,0.0
1316,NW-flex,5,1.0
1317,BWA-no-clip,-5,0.7
1317,BWA-std,-5,0.1
1317,NW-flex,-5,1.0
1317,BWA-no-clip,-4,0.7
1317,BWA-std,-4,0.2
1317,NW-flex,-4,1.0
1317,BWA-no-clip,-3,0.8
1317,BWA-std,-3,0.4
1317,NW-flex,-3,1.0
1317,BWA-no-clip,-2,0.9
1317,BWA-std,-2,0.6
1317,NW-flex,-2,1.0
1317,BWA-no-clip,-1,0.9
1317,BWA-std,-1,0.7
1317,NW-flex,-1,1.0
1317,BWA-no-clip,0,1.0
1317,BWA-std,0,1.0
1317,NW-flex,0,1.0
1317,BWA-no-clip,1,1.0
1317,BWA-std,1,0.7
1317,NW-flex,1,1.0
1317,BWA-no-clip,2,1.0
1317,BWA-std,2,0.5
1317,NW-flex,2,1.0
1317,BWA-no-clip,3,1.0
1317,BWA-std,3,0.3
1317,NW-flex,3,1.0
1317,BWA-no-clip,4,1.0
1317,BWA-std,4,0.1
1317,NW-flex,4,1.0
1317,BWA-no-clip,5,1.0
1317,BWA-std,5,0.0
1317,NW-flex,5,1.0
1318,BWA-no-clip,-5,0.7
1318,BWA-std,-5,0.1
1318,NW-flex,-5,1.0
1318,BWA-no-clip,-4,0.7
1318,BWA-std,-4,0.2
1318,NW-flex,-4,1.0
1318,BWA-no-clip,-3,0.8
1318,BWA-std,-3,0.4
1318,NW-flex,-3,1.0
1318,BWA-no-clip,-2,0.8
1318,BWA-std,-2,0.6
1318,NW-flex,-2,1.0
1318,BWA-no-clip,-1,0.9
1318,BWA-std,-1,0.7
1318,NW-flex,-1,1.0
1318,BWA-no-clip,0,1.0
1318,BWA-std,0,1.0
1318,NW-flex,0,1.0
1318,BWA-no-clip,1,1.0
1318,BWA-std,1,0.7
1318,NW-flex,1,1.0
1318,BWA-no-clip,2,1.0
1318,BWA-std,2,0.5
1318,NW-flex,2,1.0
1318,BWA-no-clip,3,1.0
1318,BWA-std,3,0.3
1318,NW-flex,3,1.0
1318,BWA-no-clip,4,1.0
1318,BWA-std,4,0.1
1318,NW-flex,4,1.0
1318,BWA-no-clip,5,1.0
1318,BWA-std,5,0.0
1318,NW-flex,5,1.0
1319,BWA-no-clip,-5,0.6
1319,BWA-std,-5,0.1
1319,NW-flex,-5,1.0
1319,BWA-no-clip,-4,0.7
1319,BWA-std,-4,0.2
1319,NW-flex,-4,1.0
1319,BWA-no-clip,-3,0.7
1319,BWA-std,-3,0.4
1319,NW-flex,-3,1.0
1319,BWA-no-clip,-2,0.9
1319,BWA-std,-2,0.6
1319,NW-flex,-2,1.0
1319,BWA-no-clip,-1,0.9
1319,BWA-std,-1,0.7
1319,NW-flex,-1,1.0
1319,BWA-no-clip,0,1.0
1319,BWA-std,0,1.0
1319,NW-flex,0,1.0
1319,BWA-no-clip,1,1.0
1319,BWA-std,1,0.7
1319,NW-flex,1,1.0
1319,BWA-no-clip,2,1.0
1319,BWA-std,2,0.5
1319,NW-flex,2,1.0
1319,BWA-no-clip,3,1.0
1319,BWA-std,3,0.3
1319,NW-flex,3,1.0
1319,BWA-no-clip,4,1.0
1319,BWA-std,4,0.1
1319,NW-flex,4,1.0
1319,BWA-no-clip,5,1.0
1319,BWA-std,5,0.0
1319,NW-flex,5,1.0
1320,BWA-no-clip,-5,0.6
1320,BWA-std,-5,0.1
1320,NW-flex,-5,1.0
1320,BWA-no-clip,-4,0.6
1320,BWA-std,-4,0.2
1320,NW-flex,-4,1.0
1320,BWA-no-clip,-3,0.8
1320,BWA-std,-3,0.4
1320,NW-flex,-3,1.0
1320,BWA-no-clip,-2,0.9
1320,BWA-std,-2,0.6
1320,NW-flex,-2,1.0
1320,BWA-no-clip,-1,0.9
1320,BWA-std,-1,0.7
1320,NW-flex,-1,1.0
1320,BWA-no-clip,0,1.0
1320,BWA-std,0,1.0
1320,NW-flex,0,1.0
1320,BWA-no-clip,1,1.0
1320,BWA-std,1,0.7
1320,NW-flex,1,1.0
1320,BWA-no-clip,2,1.0
1320,BWA-std,2,0.5
1320,NW-flex,2,1.0
1320,BWA-no-clip,3,1.0
1320,BWA-std,3,0.3
1320,NW-flex,3,1.0
1320,BWA-no-clip,4,1.0
1320,BWA-std,4,0.1
1320,NW-flex,4,1.0
1320,BWA-no-clip,5,1.0
1320,BWA-std,5,0.0
1320,NW-flex,5,1.0
1321,BWA-no-clip,-5,0.4
1321,BWA-std,-5,0.1
1321,NW-flex,-5,1.0
1321,BWA-no-clip,-4,0.7
1321,BWA-std,-4,0.2
1321,NW-flex,-4,1.0
1321,BWA-no-clip,-3,0.7
1321,BWA-std,-3,0.4
1321,NW-flex,-3,1.0
1321,BWA-no-clip,-2,0.8
1321,BWA-std,-2,0.5
1321,NW-flex,-2,1.0
1321,BWA-no-clip,-1,0.8
1321,BWA-std,-1,0.7
1321,NW-flex,-1,1.0
1321,BWA-no-clip,0,1.0
1321,BWA-std,0,1.0
1321,NW-flex,0,1.0
1321,BWA-no-clip,1,0.9
1321,BWA-std,1,0.7
1321,NW-flex,1,1.0
1321,BWA-no-clip,2,0.9
1321,BWA-std,2,0.5
1321,NW-flex,2,1.0
1321,BWA-no-clip,3,0.9
1321,BWA-std,3,0.3
1321,NW-flex,3,1.0
1321,BWA-no-clip,4,0.9
1321,BWA-std,4,0.1
1321,NW-flex,4,1.0
1321,BWA-no-clip,5,0.9
1321,BWA-std,5,0.0
1321,NW-flex,5,1.0
1322,BWA-no-clip,-5,0.6
1322,BWA-std,-5,0.1
1322,NW-flex,-5,1.0
1322,BWA-no-clip,-4,0.8
1322,BWA-std,-4,0.2
1322,NW-flex,-4,1.0
1322,BWA-no-clip,-3,0.8
1322,BWA-std,-3,0.4
1322,NW-flex,-3,1.0
1322,BWA-no-clip,-2,0.9
1322,BWA-std,-2,0.6
1322,NW-flex,-2,1.0
1322,BWA-no-clip,-1,0.9
1322,BWA-std,-1,0.7
1322,NW-flex,-1,1.0
1322,BWA-no-clip,0,1.0
1322,BWA-std,0,1.0
1322,NW-flex,0,1.0
1322,BWA-no-clip,1,1.0
1322,BWA-std,1,0.7
1322,NW-flex,1,1.0
1322,BWA-no-clip,2,1.0
1322,BWA-std,2,0.5
1322,NW-flex,2,1.0
1322,BWA-no-clip,3,1.0
1322,BWA-std,3,0.3
1322,NW-flex,3,1.0
1322,BWA-no-clip,4,1.0
1322,BWA-std,4,0.1
1322,NW-flex,4,1.0
1322,BWA-no-clip,5,1.0
1322,BWA-std,5,0.0
1322,NW-flex,5,1.0
1323,BWA-no-clip,-5,0.5
1323,BWA-std,-5,0.1
1323,NW-flex,-5,1.0
1323,BWA-no-clip,-4,0.5
1323,BWA-std,-4,0.2
1323,NW-flex,-4,1.0
1323,BWA-no-clip,-3,0.8
1323,BWA-std,-3,0.4
1323,NW-flex,-3,1.0
1323,BWA-no-clip,-2,0.8
1323,BWA-std,-2,0.6
1323,NW-flex,-2,1.0
1323,BWA-no-clip,-1,0.9
1323,BWA-std,-1,0.7
1323,NW-flex,-1,1.0
1323,BWA-no-clip,0,1.0
1323,BWA-std,0,1.0
1323,NW-flex,0,1.0
1323,BWA-no-clip,1,1.0
1323,BWA-std,1,0.7
1323,NW-flex,1,1.0
1323,BWA-no-clip,2,1.0
1323,BWA-std,2,0.5
1323,NW-flex,2,1.0
1323,BWA-no-clip,3,1.0
1323,BWA-std,3,0.3
1323,NW-flex,3,1.0
1323,BWA-no-clip,4,1.0
1323,BWA-std,4,0.1
1323,NW-flex,4,1.0
1323,BWA-no-clip,5,1.0
1323,BWA-std,5,0.0
1323,NW-flex,5,1.0
1324,BWA-no-clip,-5,0.5
1324,BWA-std,-5,0.1
1324,NW-flex,-5,1.0
1324,BWA-no-clip,-4,0.6
1324,BWA-std,-4,0.2
1324,NW-flex,-4,1.0
1324,BWA-no-clip,-3,0.6
1324,BWA-std,-3,0.4
1324,NW-flex,-3,1.0
1324,BWA-no-clip,-2,0.8
1324,BWA-std,-2,0.6
1324,NW-flex,-2,1.0
1324,BWA-no-clip,-1,0.9
1324,BWA-std,-1,0.7
1324,NW-flex,-1,1.0
1324,BWA-no-clip,0,1.0
1324,BWA-std,0,1.0
1324,NW-flex,0,1.0
1324,BWA-no-clip,1,1.0
1324,BWA-std,1,0.7
1324,NW-flex,1,1.0
1324,BWA-no-clip,2,1.0
1324,BWA-std,2,0.5
1324,NW-flex,2,1.0
1324,BWA-no-clip,3,1.0
1324,BWA-std,3,0.3
1324,NW-flex,3,1.0
1324,BWA-no-clip,4,1.0
1324,BWA-std,4,0.1
1324,NW-flex,4,1.0
1324,BWA-no-clip,5,1.0
1324,BWA-std,5,0.0
1324,NW-flex,5,1.0
1325,BWA-no-clip,-5,0.6
1325,BWA-std,-5,0.1
1325,NW-flex,-5,1.0
1325,BWA-no-clip,-4,0.7
1325,BWA-std,-4,0.2
1325,NW-flex,-4,1.0
1325,BWA-no-clip,-3,0.8
1325,BWA-std,-3,0.4
1325,NW-flex,-3,1.0
1325,BWA-no-clip,-2,0.8
1325,BWA-std,-2,0.6
1325,NW-flex,-2,1.0
1325,BWA-no-clip,-1,0.9
1325,BWA-std,-1,0.7
1325,NW-flex,-1,1.0
1325,BWA-no-clip,0,1.0
1325,BWA-std,0,1.0
1325,NW-flex,0,1.0
1325,BWA-no-clip,1,1.0
1325,BWA-std,1,0.7
1325,NW-flex,1,1.0
1325,BWA-no-clip,2,1.0
1325,BWA-std,2,0.5
1325,NW-flex,2,1.0
1325,BWA-no-clip,3,1.0
1325,BWA-std,3,0.3
1325,NW-flex,3,1.0
1325,BWA-no-clip,4,1.0
1325,BWA-std,4,0.1
1325,NW-flex,4,1.0
1325,BWA-no-clip,5,1.0
1325,BWA-std,5,0.0
1325,NW-flex,5,1.0
1326,BWA-no-clip,-5,0.7
1326,BWA-std,-5,0.1
1326,NW-flex,-5,1.0
