pind,arm,delta,correct
827,BWA-std,4,0.1
827,NW-flex,4,1.0
827,BWA-no-clip,5,0.9
827,BWA-std,5,0.0
827,NW-flex,5,1.0
828,BWA-no-clip,-5,0.4
828,BWA-std,-5,0.1
828,NW-flex,-5,1.0
828,BWA-no-clip,-4,0.6
828,BWA-std,-4,0.2
828,NW-flex,-4,1.0
828,BWA-no-clip,-3,0.7
828,BWA-std,-3,0.4
828,NW-flex,-3,1.0
828,BWA-no-clip,-2,0.8
828,BWA-std,-2,0.5
828,NW-flex,-2,1.0
828,BWA-no-clip,-1,0.8
828,BWA-std,-1,0.7
828,NW-flex,-1,1.0
828,BWA-no-clip,0,1.0
828,BWA-std,0,1.0
828,NW-flex,0,1.0
828,BWA-no-clip,1,1.0
828,BWA-std,1,0.7
828,NW-flex,1,1.0
828,BWA-no-clip,2,1.0
828,BWA-std,2,0.5
828,NW-flex,2,1.0
828,BWA-no-clip,3,1.0
828,BWA-std,3,0.3
828,NW-flex,3,1.0
828,BWA-no-clip,4,1.0
828,BWA-std,4,0.1
828,NW-flex,4,1.0
828,BWA-no-clip,5,1.0
828,BWA-std,5,0.0
828,NW-flex,5,1.0
829,BWA-no-clip,-5,0.2
829,BWA-std,-5,0.1
829,NW-flex,-5,1.0
829,BWA-no-clip,-4,0.6
829,BWA-std,-4,0.2
829,NW-flex,-4,1.0
829,BWA-no-clip,-3,0.6
829,BWA-std,-3,0.4
829,NW-flex,-3,1.0
829,BWA-no-clip,-2,0.6666666666666666
829,BWA-std,-2,0.5
829,NW-flex,-2,1.0
829,BWA-no-clip,-1,0.6
829,BWA-std,-1,0.6
829,NW-flex,-1,1.0
829,BWA-no-clip,0,1.0
829,BWA-std,0,1.0
829,NW-flex,0,1.0
829,BWA-no-clip,1,0.7
829,BWA-std,1,0.7
829,NW-flex,1,1.0
829,BWA-no-clip,2,0.7
829,BWA-std,2,0.5
829,NW-flex,2,1.0
829,BWA-no-clip,3,0.7
829,BWA-std,3,0.3
829,NW-flex,3,1.0
829,BWA-no-clip,4,0.7
829,BWA-std,4,0.1
829,NW-flex,4,1.0
829,BWA-no-clip,5,0.7
829,BWA-std,5,0.0
829,NW-flex,5,1.0
830,BWA-no-clip,-5,0.6
830,BWA-std,-5,0.1
830,NW-flex,-5,1.0
830,BWA-no-clip,-4,0.8
830,BWA-std,-4,0.2
830,NW-flex,-4,1.0
830,BWA-no-clip,-3,0.8
830,BWA-std,-3,0.4
830,NW-flex,-3,1.0
830,BWA-no-clip,-2,0.9
830,BWA-std,-2,0.6
830,NW-flex,-2,1.0
830,BWA-no-clip,-1,0.9
830,BWA-std,-1,0.7
830,NW-flex,-1,1.0
830,BWA-no-clip,0,1.0
830,BWA-std,0,1.0
830,NW-flex,0,1.0
830,BWA-no-clip,1,1.0
830,BWA-std,1,0.7
830,NW-flex,1,1.0
830,BWA-no-clip,2,1.0
830,BWA-std,2,0.5
830,NW-flex,2,1.0
830,BWA-no-clip,3,1.0
830,BWA-std,3,0.3
830,NW-flex,3,1.0
830,BWA-no-clip,4,1.0
830,BWA-std,4,0.1
830,NW-flex,4,1.0
830,BWA-no-clip,5,1.0
830,BWA-std,5,0.0
830,NW-flex,5,1.0
831,BWA-no-clip,-5,0.4
831,BWA-std,-5,0.1
831,NW-flex,-5,1.0
831,BWA-no-clip,-4,0.5
831,BWA-std,-4,0.2
831,NW-flex,-4,1.0
831,BWA-no-clip,-3,0.5
831,BWA-std,-3,0.3
831,NW-flex,-3,1.0
831,BWA-no-clip,-2,0.7
831,BWA-std,-2,0.5
831,NW-flex,-2,1.0
831,BWA-no-clip,-1,0.8
831,BWA-std,-1,0.7
831,NW-flex,-1,1.0
831,BWA-no-clip,0,1.0
831,BWA-std,0,1.0
831,NW-flex,0,1.0
831,BWA-no-clip,1,0.9
831,BWA-std,1,0.7
831,NW-flex,1,1.0
831,BWA-no-clip,2,0.9
831,BWA-std,2,0.5
831,NW-flex,2,1.0
831,BWA-no-clip,3,0.9
831,BWA-std,3,0.3
831,NW-flex,3,1.0
831,BWA-no-clip,4,0.9
831,BWA-std,4,0.1
831,NW-flex,4,1.0
831,BWA-no-clip,5,0.9
831,BWA-std,5,0.0
831,NW-flex,5,1.0
832,BWA-no-clip,-5,0.6
832,BWA-std,-5,0.1
832,NW-flex,-5,1.0
832,BWA-no-clip,-4,0.7
832,BWA-std,-4,0.2
832,NW-flex,-4,1.0
832,BWA-no-clip,-3,0.8
832,BWA-std,-3,0.4
832,NW-flex,-3,1.0
832,BWA-no-clip,-2,0.9
832,BWA-std,-2,0.6
832,NW-flex,-2,1.0
832,BWA-no-clip,-1,0.9
832,BWA-std,-1,0.7
832,NW-flex,-1,1.0
832,BWA-no-clip,0,1.0
832,BWA-std,0,1.0
832,NW-flex,0,1.0
832,BWA-no-clip,1,1.0
832,BWA-std,1,0.7
832,NW-flex,1,1.0
832,BWA-no-clip,2,1.0
832,BWA-std,2,0.5
832,NW-flex,2,1.0
832,BWA-no-clip,3,1.0
832,BWA-std,3,0.3
832,NW-flex,3,1.0
832,BWA-no-clip,4,1.0
832,BWA-std,4,0.1
832,NW-flex,4,1.0
832,BWA-no-clip,5,1.0
832,BWA-std,5,0.0
832,NW-flex,5,1.0
833,BWA-no-clip,-5,0.6
833,BWA-std,-5,0.1
833,NW-flex,-5,1.0
833,BWA-no-clip,-4,0.7
833,BWA-std,-4,0.2
833,NW-flex,-4,1.0
833,BWA-no-clip,-3,0.8
833,BWA-std,-3,0.4
833,NW-flex,-3,1.0
833,BWA-no-clip,-2,0.8
833,BWA-std,-2,0.6
833,NW-flex,-2,1.0
833,BWA-no-clip,-1,0.9
833,BWA-std,-1,0.7
833,NW-flex,-1,1.0
833,BWA-no-clip,0,1.0
833,BWA-std,0,1.0
833,NW-flex,0,1.0
833,BWA-no-clip,1,1.0
833,BWA-std,1,0.7
833,NW-flex,1,1.0
833,BWA-no-clip,2,1.0
833,BWA-std,2,0.5
833,NW-flex,2,1.0
833,BWA-no-clip,3,1.0
833,BWA-std,3,0.3
833,NW-flex,3,1.0
833,BWA-no-clip,4,1.0
833,BWA-std,4,0.1
833,NW-flex,4,1.0
833,BWA-no-clip,5,1.0
833,BWA-std,5,0.0
833,NW-flex,5,1.0
834,BWA-no-clip,-5,0.5
834,BWA-std,-5,0.1
834,NW-flex,-5,1.0
834,BWA-no-clip,-4,0.6
834,BWA-std,-4,0.2
834,NW-flex,-4,1.0
834,BWA-no-clip,-3,0.8
834,BWA-std,-3,0.4
834,NW-flex,-3,1.0
834,BWA-no-clip,-2,0.9
834,BWA-std,-2,0.6
834,NW-flex,-2,1.0
834,BWA-no-clip,-1,0.9
834,BWA-std,-1,0.7
834,NW-flex,-1,1.0
834,BWA-no-clip,0,1.0
834,BWA-std,0,1.0
834,NW-flex,0,1.0
834,BWA-no-clip,1,1.0
834,BWA-std,1,0.7
834,NW-flex,1,1.0
834,BWA-no-clip,2,1.0
834,BWA-std,2,0.5
834,NW-flex,2,1.0
834,BWA-no-clip,3,1.0
834,BWA-std,3,0.3
834,NW-flex,3,1.0
834,BWA-no-clip,4,1.0
834,BWA-std,4,0.1
834,NW-flex,4,1.0
834,BWA-no-clip,5,1.0
834,BWA-std,5,0.0
834,NW-flex,5,1.0
835,BWA-no-clip,-5,0.6
835,BWA-std,-5,0.1
835,NW-flex,-5,1.0
835,BWA-no-clip,-4,0.8
835,BWA-std,-4,0.2
835,NW-flex,-4,1.0
835,BWA-no-clip,-3,0.8
835,BWA-std,-3,0.4
835,NW-flex,-3,1.0
835,BWA-no-clip,-2,0.9
835,BWA-std,-2,0.6
835,NW-flex,-2,1.0
835,BWA-no-clip,-1,0.9
835,BWA-std,-1,0.7
835,NW-flex,-1,1.0
835,BWA-no-clip,0,1.0
835,BWA-std,0,1.0
835,NW-flex,0,1.0
835,BWA-no-clip,1,1.0
835,BWA-std,1,0.7
835,NW-flex,1,1.0
835,BWA-no-clip,2,1.0
835,BWA-std,2,0.5
835,NW-flex,2,1.0
835,BWA-no-clip,3,1.0
835,BWA-std,3,0.3
835,NW-flex,3,1.0
835,BWA-no-clip,4,1.0
835,BWA-std,4,0.1
835,NW-flex,4,1.0
835,BWA-no-clip,5,1.0
835,BWA-std,5,0.0
835,NW-flex,5,1.0
836,BWA-no-clip,-5,0.5
836,BWA-std,-5,0.1
836,NW-flex,-5,1.0
836,BWA-no-clip,-4,0.7
836,BWA-std,-4,0.2
836,NW-flex,-4,1.0
836,BWA-no-clip,-3,0.8
836,BWA-std,-3,0.4
836,NW-flex,-3,1.0
836,BWA-no-clip,-2,0.9
836,BWA-std,-2,0.6
836,NW-flex,-2,1.0
836,BWA-no-clip,-1,0.9
836,BWA-std,-1,0.7
836,NW-flex,-1,1.0
836,BWA-no-clip,0,1.0
836,BWA-std,0,1.0
836,NW-flex,0,1.0
836,BWA-no-clip,1,1.0
836,BWA-std,1,0.7
836,NW-flex,1,1.0
836,BWA-no-clip,2,1.0
836,BWA-std,2,0.5
836,NW-flex,2,1.0
836,BWA-no-clip,3,1.0
836,BWA-std,3,0.3
836,NW-flex,3,1.0
836,BWA-no-clip,4,1.0
836,BWA-std,4,0.1
836,NW-flex,4,1.0
836,BWA-no-clip,5,1.0
836,BWA-std,5,0.0
836,NW-flex,5,1.0
837,BWA-no-clip,-5,0.6
837,BWA-std,-5,0.1
837,NW-flex,-5,1.0
837,BWA-no-clip,-4,0.6
837,BWA-std,-4,0.2
837,NW-flex,-4,1.0
837,BWA-no-clip,-3,0.8
837,BWA-std,-3,0.4
837,NW-flex,-3,1.0
837,BWA-no-clip,-2,0.9
837,BWA-std,-2,0.6
837,NW-flex,-2,1.0
837,BWA-no-clip,-1,0.9
837,BWA-std,-1,0.7
837,NW-flex,-1,1.0
837,BWA-no-clip,0,1.0
837,BWA-std,0,1.0
837,NW-flex,0,1.0
837,BWA-no-clip,1,1.0
837,BWA-std,1,0.7
837,NW-flex,1,1.0
837,BWA-no-clip,2,1.0
837,BWA-std,2,0.5
837,NW-flex,2,1.0
837,BWA-no-clip,3,1.0
837,BWA-std,3,0.3
837,NW-flex,3,1.0
837,BWA-no-clip,4,1.0
837,BWA-std,4,0.1
837,NW-flex,4,1.0
837,BWA-no-clip,5,1.0
837,BWA-std,5,0.0
837,NW-flex,5,1.0
838,BWA-no-clip,-5,0.6
838,BWA-std,-5,0.1
838,NW-flex,-5,1.0
838,BWA-no-clip,-4,0.7
838,BWA-std,-4,0.2
838,NW-flex,-4,1.0
838,BWA-no-clip,-3,0.8
838,BWA-std,-3,0.4
838,NW-flex,-3,1.0
838,BWA-no-clip,-2,0.8
838,BWA-std,-2,0.6
838,NW-flex,-2,1.0
838,BWA-no-clip,-1,0.9
838,BWA-std,-1,0.7
838,NW-flex,-1,1.0
838,BWA-no-clip,0,1.0
838,BWA-std,0,1.0
838,NW-flex,0,1.0
838,BWA-no-clip,1,1.0
838,BWA-std,1,0.7
838,NW-flex,1,1.0
838,BWA-no-clip,2,1.0
838,BWA-std,2,0.5
838,NW-flex,2,1.0
838,BWA-no-clip,3,1.0
838,BWA-std,3,0.3
838,NW-flex,3,1.0
838,BWA-no-clip,4,1.0
838,BWA-std,4,0.1
838,NW-flex,4,1.0
838,BWA-no-clip,5,1.0
838,BWA-std,5,0.0
838,NW-flex,5,1.0
839,BWA-no-clip,-5,0.3
839,BWA-std,-5,0.1
839,NW-flex,-5,1.0
839,BWA-no-clip,-4,0.4
839,BWA-std,-4,0.2
839,NW-flex,-4,1.0
839,BWA-no-clip,-3,0.3
839,BWA-std,-3,0.4
839,NW-flex,-3,1.0
839,BWA-no-clip,-2,0.6666666666666666
839,BWA-std,-2,0.5
839,NW-flex,-2,1.0
839,BWA-no-clip,-1,0.6
839,BWA-std,-1,0.6
839,NW-flex,-1,1.0
839,BWA-no-clip,0,1.0
839,BWA-std,0,1.0
839,NW-flex,0,1.0
839,BWA-no-clip,1,0.7
839,BWA-std,1,0.7
839,NW-flex,1,1.0
839,BWA-no-clip,2,0.7
839,BWA-std,2,0.5
839,NW-flex,2,1.0
839,BWA-no-clip,3,0.7
839,BWA-std,3,0.3
839,NW-flex,3,1.0
839,BWA-no-clip,4,0.7
839,BWA-std,4,0.1
839,NW-flex,4,1.0
839,BWA-no-clip,5,0.7
839,BWA-std,5,0.0
839,NW-flex,5,1.0
840,BWA-no-clip,-5,0.4
840,BWA-std,-5,0.1
840,NW-flex,-5,1.0
840,BWA-no-clip,-4,0.4
840,BWA-std,-4,0.2
840,NW-flex,-4,1.0
840,BWA-no-clip,-3,0.7
840,BWA-std,-3,0.4
840,NW-flex,-3,1.0
840,BWA-no-clip,-2,0.8
840,BWA-std,-2,0.5
840,NW-flex,-2,1.0
840,BWA-no-clip,-1,0.8
840,BWA-std,-1,0.7
840,NW-flex,-1,1.0
840,BWA-no-clip,0,1.0
840,BWA-std,0,1.0
840,NW-flex,0,1.0
840,BWA-no-clip,1,1.0
840,BWA-std,1,0.7
840,NW-flex,1,1.0
840,BWA-no-clip,2,1.0
840,BWA-std,2,0.5
840,NW-flex,2,1.0
840,BWA-no-clip,3,1.0
840,BWA-std,3,0.3
840,NW-flex,3,1.0
840,BWA-no-clip,4,0.8
840,BWA-std,4,0.1
840,NW-flex,4,1.0
840,BWA-no-clip,5,0.8
840,BWA-std,5,0.0
840,NW-flex,5,1.0
841,BWA-no-clip,-5,0.6
841,BWA-std,-5,0.1
841,NW-flex,-5,1.0
841,BWA-no-clip,-4,0.8
841,BWA-std,-4,0.2
841,NW-flex,-4,1.0
841,BWA-no-clip,-3,0.8
841,BWA-std,-3,0.4
841,NW-flex,-3,1.0
841,BWA-no-clip,-2,0.9
841,BWA-std,-2,0.6
841,NW-flex,-2,1.0
841,BWA-no-clip,-1,0.9
841,BWA-std,-1,0.7
841,NW-flex,-1,1.0
841,BWA-no-clip,0,1.0
841,BWA-std,0,1.0
841,NW-flex,0,1.0
841,BWA-no-clip,1,1.0
841,BWA-std,1,0.7
841,NW-flex,1,1.0
841,BWA-no-clip,2,1.0
841,BWA-std,2,0.5
841,NW-flex,2,1.0
841,BWA-no-clip,3,1.0
841,BWA-std,3,0.3
841,NW-flex,3,1.0
841,BWA-no-clip,4,1.0
841,BWA-std,4,0.1
841,NW-flex,4,1.0
841,BWA-no-clip,5,1.0
841,BWA-std,5,0.0
841,NW-flex,5,1.0
842,BWA-no-clip,-5,0.7
842,BWA-std,-5,0.1
842,NW-flex,-5,1.0
842,BWA-no-clip,-4,0.7
842,BWA-std,-4,0.2
842,NW-flex,-4,1.0
842,BWA-no-clip,-3,0.8
842,BWA-std,-3,0.4
842,NW-flex,-3,1.0
842,BWA-no-clip,-2,0.9
842,BWA-std,-2,0.6
842,NW-flex,-2,1.0
842,BWA-no-clip,-1,0.9
842,BWA-std,-1,0.7
842,NW-flex,-1,1.0
842,BWA-no-clip,0,1.0
842,BWA-std,0,1.0
842,NW-flex,0,1.0
842,BWA-no-clip,1,1.0
842,BWA-std,1,0.7
842,NW-flex,1,1.0
842,BWA-no-clip,2,1.0
842,BWA-std,2,0.5
842,NW-flex,2,1.0
842,BWA-no-clip,3,1.0
842,BWA-std,3,0.3
842,NW-flex,3,1.0
842,BWA-no-clip,4,1.0
842,BWA-std,4,0.1
842,NW-flex,4,1.0
842,BWA-no-clip,5,1.0
842,BWA-std,5,0.0
842,NW-flex,5,1.0
843,BWA-no-clip,-5,0.5
843,BWA-std,-5,0.1
843,NW-flex,-5,1.0
843,BWA-no-clip,-4,0.8
843,BWA-std,-4,0.2
843,NW-flex,-4,1.0
843,BWA-no-clip,-3,0.8
843,BWA-std,-3,0.4
843,NW-flex,-3,1.0
843,BWA-no-clip,-2,0.9
843,BWA-std,-2,0.6
843,NW-flex,-2,1.0
843,BWA-no-clip,-1,0.9
843,BWA-std,-1,0.7
843,NW-flex,-1,1.0
843,BWA-no-clip,0,1.0
843,BWA-std,0,1.0
843,NW-flex,0,1.0
843,BWA-no-clip,1,1.0
843,BWA-std,1,0.7
843,NW-flex,1,1.0
843,BWA-no-clip,2,1.0
843,BWA-std,2,0.5
843,NW-flex,2,1.0
843,BWA-no-clip,3,1.0
843,BWA-std,3,0.3
843,NW-flex,3,1.0
843,BWA-no-clip,4,1.0
843,BWA-std,4,0.1
843,NW-flex,4,1.0
843,BWA-no-clip,5,1.0
843,BWA-std,5,0.0
843,NW-flex,5,1.0
844,BWA-no-clip,-5,0.5
844,BWA-std,-5,0.1
844,NW-flex,-5,1.0
844,BWA-no-clip,-4,0.6
844,BWA-std,-4,0.2
844,NW-flex,-4,1.0
844,BWA-no-clip,-3,0.6
844,BWA-std,-3,0.4
844,NW-flex,-3,1.0
844,BWA-no-clip,-2,0.6666666666666666
844,BWA-std,-2,0.5
844,NW-flex,-2,1.0
844,BWA-no-clip,-1,0.6
844,BWA-std,-1,0.6
844,NW-flex,-1,1.0
844,BWA-no-clip,0,1.0
844,BWA-std,0,1.0
844,NW-flex,0,1.0
844,BWA-no-clip,1,0.7
844,BWA-std,1,0.7
844,NW-flex,1,1.0
844,BWA-no-clip,2,0.7
844,BWA-std,2,0.5
844,NW-flex,2,1.0
844,BWA-no-clip,3,0.7
844,BWA-std,3,0.3
844,NW-flex,3,1.0
844,BWA-no-clip,4,0.7
844,BWA-std,4,0.1
844,NW-flex,4,1.0
844,BWA-no-clip,5,0.7
844,BWA-std,5,0.0
844,NW-flex,5,1.0
845,BWA-no-clip,-5,0.7
845,BWA-std,-5,0.1
845,NW-flex,-5,1.0
845,BWA-no-clip,-4,0.8
845,BWA-std,-4,0.2
845,NW-flex,-4,1.0
845,BWA-no-clip,-3,0.8
845,BWA-std,-3,0.4
845,NW-flex,-3,1.0
845,BWA-no-clip,-2,0.9
845,BWA-std,-2,0.6
845,NW-flex,-2,1.0
845,BWA-no-clip,-1,0.9
845,BWA-std,-1,0.7
845,NW-flex,-1,1.0
845,BWA-no-clip,0,1.0
845,BWA-std,0,1.0
845,NW-flex,0,1.0
845,BWA-no-clip,1,1.0
845,BWA-std,1,0.7
845,NW-flex,1,1.0
845,BWA-no-clip,2,1.0
845,BWA-std,2,0.5
845,NW-flex,2,1.0
845,BWA-no-clip,3,1.0
845,BWA-std,3,0.3
845,NW-flex,3,1.0
845,BWA-no-clip,4,1.0
845,BWA-std,4,0.1
845,NW-flex,4,1.0
845,BWA-no-clip,5,1.0
845,BWA-std,5,0.0
845,NW-flex,5,1.0
846,BWA-no-clip,-5,0.6
846,BWA-std,-5,0.1
846,NW-flex,-5,1.0
846,BWA-no-clip,-4,0.6
846,BWA-std,-4,0.2
846,NW-flex,-4,1.0
846,BWA-no-clip,-3,0.7
846,BWA-std,-3,0.4
846,NW-flex,-3,1.0
846,BWA-no-clip,-2,0.7
846,BWA-std,-2,0.6
846,NW-flex,-2,1.0
846,BWA-no-clip,-1,0.9
846,BWA-std,-1,0.7
846,NW-flex,-1,1.0
846,BWA-no-clip,0,1.0
846,BWA-std,0,1.0
846,NW-flex,0,1.0
846,BWA-no-clip,1,1.0
846,BWA-std,1,0.7
846,NW-flex,1,1.0
846,BWA-no-clip,2,1.0
846,BWA-std,2,0.5
846,NW-flex,2,1.0
846,BWA-no-clip,3,1.0
846,BWA-std,3,0.3
846,NW-flex,3,1.0
846,BWA-no-clip,4,1.0
846,BWA-std,4,0.1
846,NW-flex,4,1.0
846,BWA-no-clip,5,1.0
846,BWA-std,5,0.0
846,NW-flex,5,1.0
847,BWA-no-clip,-5,0.6
847,BWA-std,-5,0.1
847,NW-flex,-5,1.0
847,BWA-no-clip,-4,0.6
847,BWA-std,-4,0.2
847,NW-flex,-4,1.0
847,BWA-no-clip,-3,0.7
847,BWA-std,-3,0.4
847,NW-flex,-3,1.0
847,BWA-no-clip,-2,0.9
847,BWA-std,-2,0.6
847,NW-flex,-2,1.0
847,BWA-no-clip,-1,0.9
847,BWA-std,-1,0.7
847,NW-flex,-1,1.0
847,BWA-no-clip,0,1.0
847,BWA-std,0,1.0
847,NW-flex,0,1.0
847,BWA-no-clip,1,1.0
847,BWA-std,1,0.7
847,NW-flex,1,1.0
847,BWA-no-clip,2,1.0
847,BWA-std,2,0.5
847,NW-flex,2,1.0
847,BWA-no-clip,3,1.0
847,BWA-std,3,0.3
847,NW-flex,3,1.0
847,BWA-no-clip,4,1.0
847,BWA-std,4,0.1
847,NW-flex,4,1.0
847,BWA-no-clip,5,1.0
847,BWA-std,5,0.0
847,NW-flex,5,1.0
848,BWA-no-clip,-5,0.5
848,BWA-std,-5,0.1
848,NW-flex,-5,1.0
848,BWA-no-clip,-4,0.7
848,BWA-std,-4,0.2
848,NW-flex,-4,1.0
848,BWA-no-clip,-3,0.8
848,BWA-std,-3,0.4
848,NW-flex,-3,1.0
848,BWA-no-clip,-2,0.9
848,BWA-std,-2,0.6
848,NW-flex,-2,1.0
848,BWA-no-clip,-1,0.9
848,BWA-std,-1,0.7
848,NW-flex,-1,1.0
848,BWA-no-clip,0,1.0
848,BWA-std,0,1.0
848,NW-flex,0,1.0
848,BWA-no-clip,1,1.0
848,BWA-std,1,0.7
848,NW-flex,1,1.0
848,BWA-no-clip,2,1.0
848,BWA-std,2,0.5
848,NW-flex,2,1.0
848,BWA-no-clip,3,1.0
848,BWA-std,3,0.3
848,NW-flex,3,1.0
848,BWA-no-clip,4,1.0
848,BWA-std,4,0.1
848,NW-flex,4,1.0
848,BWA-no-clip,5,1.0
848,BWA-std,5,0.0
848,NW-flex,5,1.0
849,BWA-no-clip,-5,0.5
849,BWA-std,-5,0.1
849,NW-flex,-5,1.0
849,BWA-no-clip,-4,0.5
849,BWA-std,-4,0.2
849,NW-flex,-4,1.0
849,BWA-no-clip,-3,0.7
849,BWA-std,-3,0.4
849,NW-flex,-3,1.0
849,BWA-no-clip,-2,0.7333333333333333
849,BWA-std,-2,0.5
849,NW-flex,-2,1.0
849,BWA-no-clip,-1,0.7
849,BWA-std,-1,0.7
849,NW-flex,-1,1.0
849,BWA-no-clip,0,1.0
849,BWA-std,0,1.0
849,NW-flex,0,1.0
849,BWA-no-clip,1,0.8
849,BWA-std,1,0.7
849,NW-flex,1,1.0
849,BWA-no-clip,2,0.8
849,BWA-std,2,0.5
849,NW-flex,2,1.0
849,BWA-no-clip,3,0.8
849,BWA-std,3,0.3
849,NW-flex,3,1.0
849,BWA-no-clip,4,0.8
849,BWA-std,4,0.1
849,NW-flex,4,1.0
849,BWA-no-clip,5,0.8
849,BWA-std,5,0.0
849,NW-flex,5,1.0
850,BWA-no-clip,-5,0.4
850,BWA-std,-5,0.1
850,NW-flex,-5,1.0
850,BWA-no-clip,-4,0.7
850,BWA-std,-4,0.2
850,NW-flex,-4,1.0
850,BWA-no-clip,-3,0.7
850,BWA-std,-3,0.4
850,NW-flex,-3,1.0
850,BWA-no-clip,-2,0.8
850,BWA-std,-2,0.5
850,NW-flex,-2,1.0
850,BWA-no-clip,-1,0.8
850,BWA-std,-1,0.7
850,NW-flex,-1,1.0
850,BWA-no-clip,0,1.0
850,BWA-std,0,1.0
850,NW-flex,0,1.0
850,BWA-no-clip,1,0.9
850,BWA-std,1,0.7
850,NW-flex,1,1.0
850,BWA-no-clip,2,0.9
850,BWA-std,2,0.5
850,NW-flex,2,1.0
850,BWA-no-clip,3,0.9
850,BWA-std,3,0.3
850,NW-flex,3,1.0
850,BWA-no-clip,4,0.9
850,BWA-std,4,0.1
850,NW-flex,4,1.0
850,BWA-no-clip,5,0.9
850,BWA-std,5,0.0
850,NW-flex,5,1.0
851,BWA-no-clip,-5,0.5
851,BWA-std,-5,0.1
851,NW-flex,-5,1.0
851,BWA-no-clip,-4,0.7
851,BWA-std,-4,0.2
851,NW-flex,-4,1.0
851,BWA-no-clip,-3,0.7
851,BWA-std,-3,0.4
851,NW-flex,-3,1.0
851,BWA-no-clip,-2,0.9
851,BWA-std,-2,0.6
851,NW-flex,-2,1.0
851,BWA-no-clip,-1,0.9
851,BWA-std,-1,0.7
851,NW-flex,-1,1.0
851,BWA-no-clip,0,1.0
851,BWA-std,0,1.0
851,NW-flex,0,1.0
851,BWA-no-clip,1,1.0
851,BWA-std,1,0.7
851,NW-flex,1,1.0
851,BWA-no-clip,2,1.0
851,BWA-std,2,0.5
851,NW-flex,2,1.0
851,BWA-no-clip,3,1.0
851,BWA-std,3,0.3
851,NW-flex,3,1.0
851,BWA-no-clip,4,1.0
851,BWA-std,4,0.1
851,NW-flex,4,1.0
851,BWA-no-clip,5,1.0
851,BWA-std,5,0.0
851,NW-flex,5,1.0
852,BWA-no-clip,-5,0.5
852,BWA-std,-5,0.1
852,NW-flex,-5,1.0
852,BWA-no-clip,-4,0.5
852,BWA-std,-4,0.2
852,NW-flex,-4,1.0
852,BWA-no-clip,-3,0.7
852,BWA-std,-3,0.4
852,NW-flex,-3,1.0
852,BWA-no-clip,-2,0.8
852,BWA-std,-2,0.5
852,NW-flex,-2,1.0
852,BWA-no-clip,-1,0.8
852,BWA-std,-1,0.7
852,NW-flex,-1,1.0
852,BWA-no-clip,0,1.0
852,BWA-std,0,1.0
852,NW-flex,0,1.0
852,BWA-no-clip,1,0.9
852,BWA-std,1,0.7
852,NW-flex,1,1.0
852,BWA-no-clip,2,0.9
852,BWA-std,2,0.5
852,NW-flex,2,1.0
852,BWA-no-clip,3,0.9
852,BWA-std,3,0.3
852,NW-flex,3,1.0
852,BWA-no-clip,4,0.9
852,BWA-std,4,0.1
852,NW-flex,4,1.0
852,BWA-no-clip,5,0.9
852,BWA-std,5,0.0
852,NW-flex,5,1.0
853,BWA-no-clip,-5,0.6
853,BWA-std,-5,0.1
853,NW-flex,-5,1.0
853,BWA-no-clip,-4,0.8
853,BWA-std,-4,0.2
853,NW-flex,-4,1.0
853,BWA-no-clip,-3,0.8
853,BWA-std,-3,0.4
853,NW-flex,-3,1.0
853,BWA-no-clip,-2,0.9
853,BWA-std,-2,0.6
853,NW-flex,-2,1.0
853,BWA-no-clip,-1,0.9
853,BWA-std,-1,0.7
853,NW-flex,-1,1.0
853,BWA-no-clip,0,1.0
853,BWA-std,0,1.0
853,NW-flex,0,1.0
853,BWA-no-clip,1,1.0
853,BWA-std,1,0.7
853,NW-flex,1,1.0
853,BWA-no-clip,2,1.0
853,BWA-std,2,0.5
853,NW-flex,2,1.0
853,BWA-no-clip,3,1.0
853,BWA-std,3,0.3
853,NW-flex,3,1.0
853,BWA-no-clip,4,1.0
853,BWA-std,4,0.1
853,NW-flex,4,1.0
853,BWA-no-clip,5,1.0
853,BWA-std,5,0.0
853,NW-flex,5,1.0
854,BWA-no-clip,-5,0.4
854,BWA-std,-5,0.1
854,NW-flex,-5,1.0
854,BWA-no-clip,-4,0.6
854,BWA-std,-4,0.2
854,NW-flex,-4,1.0
854,BWA-no-clip,-3,0.6
854,BWA-std,-3,0.4
854,NW-flex,-3,1.0
854,BWA-no-clip,-2,0.8
854,BWA-std,-2,0.6
854,NW-flex,-2,1.0
854,BWA-no-clip,-1,0.9
854,BWA-std,-1,0.7
854,NW-flex,-1,1.0
854,BWA-no-clip,0,1.0
854,BWA-std,0,1.0
854,NW-flex,0,1.0
854,BWA-no-clip,1,1.0
854,BWA-std,1,0.7
854,NW-flex,1,1.0
854,BWA-no-clip,2,0.9
854,BWA-std,2,0.5
854,NW-flex,2,1.0
854,BWA-no-clip,3,0.9
854,BWA-std,3,0.3
854,NW-flex,3,1.0
854,BWA-no-clip,4,0.9
854,BWA-std,4,0.1
854,NW-flex,4,1.0
854,BWA-no-clip,5,0.9
854,BWA-std,5,0.0
854,NW-flex,5,1.0
855,BWA-no-clip,-5,0.6
855,BWA-std,-5,0.1
855,NW-flex,-5,1.0
855,BWA-no-clip,-4,0.7
855,BWA-std,-4,0.2
855,NW-flex,-4,1.0
855,BWA-no-clip,-3,0.7
