pind,arm,lflank,correct
2100,BWA-no-clip,3,0.8181818181818182
2100,BWA-std,3,0.18181818181818182
2100,NW-flex,3,1.0
2100,BWA-no-clip,4,0.7272727272727273
2100,BWA-std,4,0.09090909090909091
2100,NW-flex,4,1.0
2100,BWA-no-clip,5,0.8181818181818182
2100,BWA-std,5,0.2727272727272727
2100,NW-flex,5,1.0
2100,BWA-no-clip,6,1.0
2100,BWA-std,6,0.36363636363636365
2100,NW-flex,6,1.0
2100,BWA-no-clip,7,1.0
2100,BWA-std,7,0.2727272727272727
2100,NW-flex,7,1.0
2100,BWA-no-clip,8,0.9090909090909091
2100,BWA-std,8,0.45454545454545453
2100,NW-flex,8,1.0
2100,BWA-no-clip,9,1.0
2100,BWA-std,9,0.45454545454545453
2100,NW-flex,9,1.0
2100,BWA-no-clip,10,1.0
2100,BWA-std,10,0.45454545454545453
2100,NW-flex,10,1.0
2101,BWA-no-clip,1,0.5454545454545454
2101,BWA-std,1,0.09090909090909091
2101,NW-flex,1,1.0
2101,BWA-no-clip,2,0.5454545454545454
2101,BWA-std,2,0.09090909090909091
2101,NW-flex,2,1.0
2101,BWA-no-clip,3,0.7272727272727273
2101,BWA-std,3,0.18181818181818182
2101,NW-flex,3,1.0
2101,BWA-no-clip,4,0.7272727272727273
2101,BWA-std,4,0.09090909090909091
2101,NW-flex,4,1.0
2101,BWA-no-clip,5,0.8181818181818182
2101,BWA-std,5,0.2727272727272727
2101,NW-flex,5,1.0
2101,BWA-no-clip,6,1.0
2101,BWA-std,6,0.36363636363636365
2101,NW-flex,6,1.0
2101,BWA-no-clip,7,1.0
2101,BWA-std,7,0.2727272727272727
2101,NW-flex,7,1.0
2101,BWA-no-clip,8,1.0
2101,BWA-std,8,0.45454545454545453
2101,NW-flex,8,1.0
2101,BWA-no-clip,9,1.0
2101,BWA-std,9,0.45454545454545453
2101,NW-flex,9,1.0
2101,BWA-no-clip,10,1.0
2101,BWA-std,10,0.45454545454545453
2101,NW-flex,10,1.0
2102,BWA-no-clip,1,0.5454545454545454
2102,BWA-std,1,0.09090909090909091
2102,NW-flex,1,1.0
2102,BWA-no-clip,2,0.6363636363636364
2102,BWA-std,2,0.09090909090909091
2102,NW-flex,2,1.0
2102,BWA-no-clip,3,0.8181818181818182
2102,BWA-std,3,0.18181818181818182
2102,NW-flex,3,1.0
2102,BWA-no-clip,4,0.7272727272727273
2102,BWA-std,4,0.09090909090909091
2102,NW-flex,4,1.0
2102,BWA-no-clip,5,0.7272727272727273
2102,BWA-std,5,0.2727272727272727
2102,NW-flex,5,1.0
2102,BWA-no-clip,6,0.8181818181818182
2102,BWA-std,6,0.36363636363636365
2102,NW-flex,6,1.0
2102,BWA-no-clip,7,1.0
2102,BWA-std,7,0.2727272727272727
2102,NW-flex,7,1.0
2102,BWA-no-clip,8,1.0
2102,BWA-std,8,0.45454545454545453
2102,NW-flex,8,1.0
2102,BWA-no-clip,9,1.0
2102,BWA-std,9,0.45454545454545453
2102,NW-flex,9,1.0
2102,BWA-no-clip,10,1.0
2102,BWA-std,10,0.45454545454545453
2102,NW-flex,10,1.0
2103,BWA-no-clip,1,0.09090909090909091
2103,BWA-std,1,0.09090909090909091
2103,NW-flex,1,1.0
2103,BWA-no-clip,2,0.09090909090909091
2103,BWA-std,2,0.09090909090909091
2103,NW-flex,2,1.0
2103,BWA-no-clip,3,0.45454545454545453
2103,BWA-std,3,0.09090909090909091
2103,NW-flex,3,1.0
2103,BWA-no-clip,4,0.45454545454545453
2103,BWA-std,4,0.09090909090909091
2103,NW-flex,4,1.0
2103,BWA-no-clip,5,0.5454545454545454
2103,BWA-std,5,0.18181818181818182
2103,NW-flex,5,1.0
2103,BWA-no-clip,6,0.8181818181818182
2103,BWA-std,6,0.36363636363636365
2103,NW-flex,6,1.0
2103,BWA-no-clip,7,0.9090909090909091
2103,BWA-std,7,0.2727272727272727
2103,NW-flex,7,1.0
2103,BWA-no-clip,8,1.0
2103,BWA-std,8,0.45454545454545453
2103,NW-flex,8,1.0
2103,BWA-no-clip,9,1.0
2103,BWA-std,9,0.45454545454545453
2103,NW-flex,9,1.0
2103,BWA-no-clip,10,1.0
2103,BWA-std,10,0.45454545454545453
2103,NW-flex,10,1.0
2104,BWA-no-clip,1,0.45454545454545453
2104,BWA-std,1,0.09090909090909091
2104,NW-flex,1,1.0
2104,BWA-no-clip,2,0.5454545454545454
2104,BWA-std,2,0.09090909090909091
2104,NW-flex,2,1.0
2104,BWA-no-clip,3,0.6363636363636364
2104,BWA-std,3,0.18181818181818182
2104,NW-flex,3,1.0
2104,BWA-no-clip,4,0.8181818181818182
2104,BWA-std,4,0.09090909090909091
2104,NW-flex,4,1.0
2104,BWA-no-clip,5,0.8181818181818182
2104,BWA-std,5,0.2727272727272727
2104,NW-flex,5,1.0
2104,BWA-no-clip,6,0.9090909090909091
2104,BWA-std,6,0.36363636363636365
2104,NW-flex,6,1.0
2104,BWA-no-clip,7,1.0
2104,BWA-std,7,0.2727272727272727
2104,NW-flex,7,1.0
2104,BWA-no-clip,8,1.0
2104,BWA-std,8,0.45454545454545453
2104,NW-flex,8,1.0
2104,BWA-no-clip,9,1.0
2104,BWA-std,9,0.45454545454545453
2104,NW-flex,9,1.0
2104,BWA-no-clip,10,1.0
2104,BWA-std,10,0.45454545454545453
2104,NW-flex,10,1.0
2105,BWA-no-clip,1,0.5454545454545454
2105,BWA-std,1,0.09090909090909091
2105,NW-flex,1,1.0
2105,BWA-no-clip,2,0.6363636363636364
2105,BWA-std,2,0.09090909090909091
2105,NW-flex,2,1.0
2105,BWA-no-clip,3,0.8181818181818182
2105,BWA-std,3,0.18181818181818182
2105,NW-flex,3,1.0
2105,BWA-no-clip,4,0.8181818181818182
2105,BWA-std,4,0.09090909090909091
2105,NW-flex,4,1.0
2105,BWA-no-clip,5,0.7272727272727273
2105,BWA-std,5,0.2727272727272727
2105,NW-flex,5,1.0
2105,BWA-no-clip,6,0.9090909090909091
2105,BWA-std,6,0.36363636363636365
2105,NW-flex,6,1.0
2105,BWA-no-clip,7,1.0
2105,BWA-std,7,0.2727272727272727
2105,NW-flex,7,1.0
2105,BWA-no-clip,8,1.0
2105,BWA-std,8,0.45454545454545453
2105,NW-flex,8,1.0
2105,BWA-no-clip,9,1.0
2105,BWA-std,9,0.45454545454545453
2105,NW-flex,9,1.0
2105,BWA-no-clip,10,1.0
2105,BWA-std,10,0.45454545454545453
2105,NW-flex,10,1.0
2106,BWA-no-clip,1,0.5454545454545454
2106,BWA-std,1,0.09090909090909091
2106,NW-flex,1,1.0
2106,BWA-no-clip,2,0.5454545454545454
2106,BWA-std,2,0.09090909090909091
2106,NW-flex,2,1.0
2106,BWA-no-clip,3,0.6363636363636364
2106,BWA-std,3,0.18181818181818182
2106,NW-flex,3,1.0
2106,BWA-no-clip,4,0.8181818181818182
2106,BWA-std,4,0.09090909090909091
2106,NW-flex,4,1.0
2106,BWA-no-clip,5,0.8181818181818182
2106,BWA-std,5,0.2727272727272727
2106,NW-flex,5,1.0
2106,BWA-no-clip,6,0.8181818181818182
2106,BWA-std,6,0.36363636363636365
2106,NW-flex,6,1.0
2106,BWA-no-clip,7,0.8181818181818182
2106,BWA-std,7,0.2727272727272727
2106,NW-flex,7,1.0
2106,BWA-no-clip,8,1.0
2106,BWA-std,8,0.45454545454545453
2106,NW-flex,8,1.0
2106,BWA-no-clip,9,1.0
2106,BWA-std,9,0.45454545454545453
2106,NW-flex,9,1.0
2106,BWA-no-clip,10,1.0
2106,BWA-std,10,0.45454545454545453
2106,NW-flex,10,1.0
2107,BWA-no-clip,1,0.5454545454545454
2107,BWA-std,1,0.09090909090909091
2107,NW-flex,1,1.0
2107,BWA-no-clip,2,0.6363636363636364
2107,BWA-std,2,0.09090909090909091
2107,NW-flex,2,1.0
2107,BWA-no-clip,3,0.8181818181818182
2107,BWA-std,3,0.18181818181818182
2107,NW-flex,3,1.0
2107,BWA-no-clip,4,0.8181818181818182
2107,BWA-std,4,0.09090909090909091
2107,NW-flex,4,1.0
2107,BWA-no-clip,5,0.9090909090909091
2107,BWA-std,5,0.2727272727272727
2107,NW-flex,5,1.0
2107,BWA-no-clip,6,1.0
2107,BWA-std,6,0.36363636363636365
2107,NW-flex,6,1.0
2107,BWA-no-clip,7,1.0
2107,BWA-std,7,0.2727272727272727
2107,NW-flex,7,1.0
2107,BWA-no-clip,8,1.0
2107,BWA-std,8,0.45454545454545453
2107,NW-flex,8,1.0
2107,BWA-no-clip,9,1.0
2107,BWA-std,9,0.45454545454545453
2107,NW-flex,9,1.0
2107,BWA-no-clip,10,1.0
2107,BWA-std,10,0.45454545454545453
2107,NW-flex,10,1.0
2108,BWA-no-clip,1,0.5454545454545454
2108,BWA-std,1,0.09090909090909091
2108,NW-flex,1,1.0
2108,BWA-no-clip,2,0.6363636363636364
2108,BWA-std,2,0.09090909090909091
2108,NW-flex,2,1.0
2108,BWA-no-clip,3,0.8181818181818182
2108,BWA-std,3,0.18181818181818182
2108,NW-flex,3,1.0
2108,BWA-no-clip,4,0.8181818181818182
2108,BWA-std,4,0.09090909090909091
2108,NW-flex,4,1.0
2108,BWA-no-clip,5,0.9090909090909091
2108,BWA-std,5,0.2727272727272727
2108,NW-flex,5,1.0
2108,BWA-no-clip,6,1.0
2108,BWA-std,6,0.36363636363636365
2108,NW-flex,6,1.0
2108,BWA-no-clip,7,1.0
2108,BWA-std,7,0.2727272727272727
2108,NW-flex,7,1.0
2108,BWA-no-clip,8,1.0
2108,BWA-std,8,0.45454545454545453
2108,NW-flex,8,1.0
2108,BWA-no-clip,9,1.0
2108,BWA-std,9,0.45454545454545453
2108,NW-flex,9,1.0
2108,BWA-no-clip,10,1.0
2108,BWA-std,10,0.45454545454545453
2108,NW-flex,10,1.0
2109,BWA-no-clip,1,0.5454545454545454
2109,BWA-std,1,0.09090909090909091
2109,NW-flex,1,1.0
2109,BWA-no-clip,2,0.5454545454545454
2109,BWA-std,2,0.09090909090909091
2109,NW-flex,2,1.0
2109,BWA-no-clip,3,0.6363636363636364
2109,BWA-std,3,0.18181818181818182
2109,NW-flex,3,1.0
2109,BWA-no-clip,4,0.8181818181818182
2109,BWA-std,4,0.09090909090909091
2109,NW-flex,4,1.0
2109,BWA-no-clip,5,0.7272727272727273
2109,BWA-std,5,0.2727272727272727
2109,NW-flex,5,1.0
2109,BWA-no-clip,6,0.8181818181818182
2109,BWA-std,6,0.36363636363636365
2109,NW-flex,6,1.0
2109,BWA-no-clip,7,0.8181818181818182
2109,BWA-std,7,0.2727272727272727
2109,NW-flex,7,1.0
2109,BWA-no-clip,8,0.9090909090909091
2109,BWA-std,8,0.45454545454545453
2109,NW-flex,8,1.0
2109,BWA-no-clip,9,1.0
2109,BWA-std,9,0.45454545454545453
2109,NW-flex,9,1.0
2109,BWA-no-clip,10,1.0
2109,BWA-std,10,0.45454545454545453
2109,NW-flex,10,1.0
2110,BWA-no-clip,1,0.18181818181818182
2110,BWA-std,1,0.09090909090909091
2110,NW-flex,1,1.0
2110,BWA-no-clip,2,0.18181818181818182
2110,BWA-std,2,0.09090909090909091
2110,NW-flex,2,1.0
2110,BWA-no-clip,3,0.6363636363636364
2110,BWA-std,3,0.18181818181818182
2110,NW-flex,3,1.0
2110,BWA-no-clip,4,0.6363636363636364
2110,BWA-std,4,0.09090909090909091
2110,NW-flex,4,1.0
2110,BWA-no-clip,5,0.6363636363636364
2110,BWA-std,5,0.2727272727272727
2110,NW-flex,5,1.0
2110,BWA-no-clip,6,0.8181818181818182
2110,BWA-std,6,0.36363636363636365
2110,NW-flex,6,1.0
2110,BWA-no-clip,7,0.9090909090909091
2110,BWA-std,7,0.2727272727272727
2110,NW-flex,7,1.0
2110,BWA-no-clip,8,1.0
2110,BWA-std,8,0.45454545454545453
2110,NW-flex,8,1.0
2110,BWA-no-clip,9,1.0
2110,BWA-std,9,0.45454545454545453
2110,NW-flex,9,1.0
2110,BWA-no-clip,10,1.0
2110,BWA-std,10,0.45454545454545453
2110,NW-flex,10,1.0
2111,BWA-no-clip,1,0.2727272727272727
2111,BWA-std,1,0.09090909090909091
2111,NW-flex,1,1.0
2111,BWA-no-clip,2,0.36363636363636365
2111,BWA-std,2,0.09090909090909091
2111,NW-flex,2,1.0
2111,BWA-no-clip,3,0.5454545454545454
2111,BWA-std,3,0.18181818181818182
2111,NW-flex,3,1.0
2111,BWA-no-clip,4,0.7272727272727273
2111,BWA-std,4,0.09090909090909091
2111,NW-flex,4,1.0
2111,BWA-no-clip,5,0.7272727272727273
2111,BWA-std,5,0.2727272727272727
2111,NW-flex,5,1.0
2111,BWA-no-clip,6,0.7272727272727273
2111,BWA-std,6,0.36363636363636365
2111,NW-flex,6,1.0
2111,BWA-no-clip,7,0.7272727272727273
2111,BWA-std,7,0.2727272727272727
2111,NW-flex,7,1.0
2111,BWA-no-clip,8,0.7272727272727273
2111,BWA-std,8,0.45454545454545453
2111,NW-flex,8,1.0
2111,BWA-no-clip,9,0.8181818181818182
2111,BWA-std,9,0.45454545454545453
2111,NW-flex,9,1.0
2111,BWA-no-clip,10,0.8181818181818182
2111,BWA-std,10,0.45454545454545453
2111,NW-flex,10,1.0
2112,BWA-no-clip,1,0.45454545454545453
2112,BWA-std,1,0.09090909090909091
2112,NW-flex,1,1.0
2112,BWA-no-clip,2,0.5454545454545454
2112,BWA-std,2,0.09090909090909091
2112,NW-flex,2,1.0
2112,BWA-no-clip,3,0.5454545454545454
2112,BWA-std,3,0.09090909090909091
2112,NW-flex,3,1.0
2112,BWA-no-clip,4,0.6363636363636364
2112,BWA-std,4,0.09090909090909091
2112,NW-flex,4,1.0
2112,BWA-no-clip,5,0.8181818181818182
2112,BWA-std,5,0.2727272727272727
2112,NW-flex,5,1.0
2112,BWA-no-clip,6,0.8181818181818182
2112,BWA-std,6,0.36363636363636365
2112,NW-flex,6,1.0
2112,BWA-no-clip,7,0.9090909090909091
2112,BWA-std,7,0.2727272727272727
2112,NW-flex,7,1.0
2112,BWA-no-clip,8,1.0
2112,BWA-std,8,0.45454545454545453
2112,NW-flex,8,1.0
2112,BWA-no-clip,9,1.0
2112,BWA-std,9,0.45454545454545453
2112,NW-flex,9,1.0
2112,BWA-no-clip,10,1.0
2112,BWA-std,10,0.45454545454545453
2112,NW-flex,10,1.0
2113,BWA-no-clip,1,0.5454545454545454
2113,BWA-std,1,0.09090909090909091
2113,NW-flex,1,1.0
2113,BWA-no-clip,2,0.5454545454545454
2113,BWA-std,2,0.09090909090909091
2113,NW-flex,2,1.0
2113,BWA-no-clip,3,0.6363636363636364
2113,BWA-std,3,0.18181818181818182
2113,NW-flex,3,1.0
2113,BWA-no-clip,4,0.8181818181818182
2113,BWA-std,4,0.09090909090909091
2113,NW-flex,4,1.0
2113,BWA-no-clip,5,0.8181818181818182
2113,BWA-std,5,0.2727272727272727
2113,NW-flex,5,1.0
2113,BWA-no-clip,6,0.8181818181818182
2113,BWA-std,6,0.36363636363636365
2113,NW-flex,6,1.0
2113,BWA-no-clip,7,1.0
2113,BWA-std,7,0.2727272727272727
2113,NW-flex,7,1.0
2113,BWA-no-clip,8,0.9090909090909091
2113,BWA-std,8,0.45454545454545453
2113,NW-flex,8,1.0
2113,BWA-no-clip,9,1.0
2113,BWA-std,9,0.45454545454545453
2113,NW-flex,9,1.0
2113,BWA-no-clip,10,1.0
2113,BWA-std,10,0.45454545454545453
2113,NW-flex,10,1.0
2114,BWA-no-clip,1,0.5454545454545454
2114,BWA-std,1,0.09090909090909091
2114,NW-flex,1,1.0
2114,BWA-no-clip,2,0.5454545454545454
2114,BWA-std,2,0.09090909090909091
2114,NW-flex,2,1.0
2114,BWA-no-clip,3,0.6363636363636364
2114,BWA-std,3,0.18181818181818182
2114,NW-flex,3,1.0
2114,BWA-no-clip,4,0.6363636363636364
2114,BWA-std,4,0.09090909090909091
2114,NW-flex,4,1.0
2114,BWA-no-clip,5,0.8181818181818182
2114,BWA-std,5,0.2727272727272727
2114,NW-flex,5,1.0
2114,BWA-no-clip,6,0.8181818181818182
2114,BWA-std,6,0.36363636363636365
2114,NW-flex,6,1.0
2114,BWA-no-clip,7,0.8181818181818182
2114,BWA-std,7,0.2727272727272727
2114,NW-flex,7,1.0
2114,BWA-no-clip,8,0.9090909090909091
2114,BWA-std,8,0.45454545454545453
2114,NW-flex,8,1.0
2114,BWA-no-clip,9,0.9090909090909091
2114,BWA-std,9,0.45454545454545453
2114,NW-flex,9,1.0
2114,BWA-no-clip,10,1.0
2114,BWA-std,10,0.45454545454545453
2114,NW-flex,10,1.0
2115,BWA-no-clip,1,0.5454545454545454
2115,BWA-std,1,0.09090909090909091
2115,NW-flex,1,1.0
2115,BWA-no-clip,2,0.5454545454545454
2115,BWA-std,2,0.09090909090909091
2115,NW-flex,2,1.0
2115,BWA-no-clip,3,0.7272727272727273
2115,BWA-std,3,0.18181818181818182
2115,NW-flex,3,1.0
2115,BWA-no-clip,4,0.7272727272727273
2115,BWA-std,4,0.09090909090909091
2115,NW-flex,4,1.0
2115,BWA-no-clip,5,0.7272727272727273
2115,BWA-std,5,0.2727272727272727
2115,NW-flex,5,1.0
2115,BWA-no-clip,6,0.7272727272727273
2115,BWA-std,6,0.36363636363636365
2115,NW-flex,6,1.0
2115,BWA-no-clip,7,0.9090909090909091
2115,BWA-std,7,0.2727272727272727
2115,NW-flex,7,1.0
2115,BWA-no-clip,8,1.0
2115,BWA-std,8,0.45454545454545453
2115,NW-flex,8,1.0
2115,BWA-no-clip,9,1.0
2115,BWA-std,9,0.45454545454545453
2115,NW-flex,9,1.0
2115,BWA-no-clip,10,1.0
2115,BWA-std,10,0.45454545454545453
2115,NW-flex,10,1.0
2116,BWA-no-clip,1,0.5454545454545454
2116,BWA-std,1,0.09090909090909091
2116,NW-flex,1,1.0
2116,BWA-no-clip,2,0.5454545454545454
2116,BWA-std,2,0.09090909090909091
2116,NW-flex,2,1.0
2116,BWA-no-clip,3,0.7272727272727273
2116,BWA-std,3,0.18181818181818182
2116,NW-flex,3,1.0
2116,BWA-no-clip,4,0.8181818181818182
2116,BWA-std,4,0.09090909090909091
2116,NW-flex,4,1.0
2116,BWA-no-clip,5,0.9090909090909091
2116,BWA-std,5,0.2727272727272727
2116,NW-flex,5,1.0
2116,BWA-no-clip,6,0.9090909090909091
2116,BWA-std,6,0.36363636363636365
2116,NW-flex,6,1.0
2116,BWA-no-clip,7,1.0
2116,BWA-std,7,0.2727272727272727
2116,NW-flex,7,1.0
2116,BWA-no-clip,8,1.0
2116,BWA-std,8,0.45454545454545453
2116,NW-flex,8,1.0
2116,BWA-no-clip,9,1.0
2116,BWA-std,9,0.45454545454545453
2116,NW-flex,9,1.0
2116,BWA-no-clip,10,1.0
2116,BWA-std,10,0.45454545454545453
2116,NW-flex,10,1.0
2117,BWA-no-clip,1,0.45454545454545453
2117,BWA-std,1,0.09090909090909091
2117,NW-flex,1,1.0
2117,BWA-no-clip,2,0.5454545454545454
2117,BWA-std,2,0.09090909090909091
2117,NW-flex,2,1.0
2117,BWA-no-clip,3,0.6363636363636364
2117,BWA-std,3,0.18181818181818182
2117,NW-flex,3,1.0
2117,BWA-no-clip,4,0.8181818181818182
2117,BWA-std,4,0.09090909090909091
2117,NW-flex,4,1.0
2117,BWA-no-clip,5,0.9090909090909091
2117,BWA-std,5,0.2727272727272727
2117,NW-flex,5,1.0
2117,BWA-no-clip,6,0.9090909090909091
2117,BWA-std,6,0.36363636363636365
2117,NW-flex,6,1.0
2117,BWA-no-clip,7,1.0
2117,BWA-std,7,0.2727272727272727
2117,NW-flex,7,1.0
2117,BWA-no-clip,8,0.9090909090909091
2117,BWA-std,8,0.45454545454545453
2117,NW-flex,8,1.0
2117,BWA-no-clip,9,0.9090909090909091
2117,BWA-std,9,0.45454545454545453
2117,NW-flex,9,1.0
2117,BWA-no-clip,10,0.9090909090909091
2117,BWA-std,10,0.45454545454545453
2117,NW-flex,10,1.0
2118,BWA-no-clip,1,0.5454545454545454
2118,BWA-std,1,0.09090909090909091
2118,NW-flex,1,1.0
2118,BWA-no-clip,2,0.6363636363636364
2118,BWA-std,2,0.09090909090909091
2118,NW-flex,2,1.0
2118,BWA-no-clip,3,0.7272727272727273
2118,BWA-std,3,0.18181818181818182
2118,NW-flex,3,1.0
2118,BWA-no-clip,4,0.7272727272727273
2118,BWA-std,4,0.09090909090909091
2118,NW-flex,4,1.0
2118,BWA-no-clip,5,0.8181818181818182
2118,BWA-std,5,0.2727272727272727
2118,NW-flex,5,1.0
2118,BWA-no-clip,6,0.8181818181818182
2118,BWA-std,6,0.36363636363636365
2118,NW-flex,6,1.0
2118,BWA-no-clip,7,1.0
2118,BWA-std,7,0.2727272727272727
2118,NW-flex,7,1.0
2118,BWA-no-clip,8,0.9090909090909091
2118,BWA-std,8,0.45454545454545453
2118,NW-flex,8,1.0
2118,BWA-no-clip,9,1.0
2118,BWA-std,9,0.45454545454545453
2118,NW-flex,9,1.0
2118,BWA-no-clip,10,1.0
2118,BWA-std,10,0.45454545454545453
2118,NW-flex,10,1.0
2119,BWA-no-clip,1,0.5454545454545454
2119,BWA-std,1,0.09090909090909091
2119,NW-flex,1,1.0
2119,BWA-no-clip,2,0.6363636363636364
2119,BWA-std,2,0.09090909090909091
2119,NW-flex,2,1.0
2119,BWA-no-clip,3,0.8181818181818182
2119,BWA-std,3,0.18181818181818182
2119,NW-flex,3,1.0
2119,BWA-no-clip,4,0.8181818181818182
2119,BWA-std,4,0.09090909090909091
2119,NW-flex,4,1.0
2119,BWA-no-clip,5,0.7272727272727273
2119,BWA-std,5,0.2727272727272727
2119,NW-flex,5,1.0
2119,BWA-no-clip,6,0.8181818181818182
2119,BWA-std,6,0.36363636363636365
2119,NW-flex,6,1.0
2119,BWA-no-clip,7,1.0
2119,BWA-std,7,0.2727272727272727
2119,NW-flex,7,1.0
2119,BWA-no-clip,8,1.0
2119,BWA-std,8,0.45454545454545453
2119,NW-flex,8,1.0
2119,BWA-no-clip,9,1.0
2119,BWA-std,9,0.45454545454545453
2119,NW-flex,9,1.0
2119,BWA-no-clip,10,1.0
2119,BWA-std,10,0.45454545454545453
2119,NW-flex,10,1.0
2120,BWA-no-clip,1,0.5454545454545454
2120,BWA-std,1,0.09090909090909091
2120,NW-flex,1,1.0
2120,BWA-no-clip,2,0.6363636363636364
2120,BWA-std,2,0.09090909090909091
2120,NW-flex,2,1.0
2120,BWA-no-clip,3,0.7272727272727273
2120,BWA-std,3,0.18181818181818182
2120,NW-flex,3,1.0
2120,BWA-no-clip,4,0.8181818181818182
2120,BWA-std,4,0.09090909090909091
2120,NW-flex,4,1.0
2120,BWA-no-clip,5,0.9090909090909091
2120,BWA-std,5,0.2727272727272727
2120,NW-flex,5,1.0
2120,BWA-no-clip,6,1.0
2120,BWA-std,6,0.36363636363636365
2120,NW-flex,6,1.0
2120,BWA-no-clip,7,1.0
2120,BWA-std,7,0.2727272727272727
2120,NW-flex,7,1.0
2120,BWA-no-clip,8,1.0
2120,BWA-std,8,0.45454545454545453
2120,NW-flex,8,1.0
2120,BWA-no-clip,9,1.0
2120,BWA-std,9,0.45454545454545453
2120,NW-flex,9,1.0
2120,BWA-no-clip,10,1.0
2120,BWA-std,10,0.45454545454545453
2120,NW-flex,10,1.0
2121,BWA-no-clip,1,0.5454545454545454
2121,BWA-std,1,0.09090909090909091
2121,NW-flex,1,1.0
2121,BWA-no-clip,2,0.6363636363636364
2121,BWA-std,2,0.09090909090909091
2121,NW-flex,2,1.0
2121,BWA-no-clip,3,0.8181818181818182
2121,BWA-std,3,0.18181818181818182
2121,NW-flex,3,1.0
2121,BWA-no-clip,4,0.8181818181818182
2121,BWA-std,4,0.09090909090909091
2121,NW-flex,4,1.0
2121,BWA-no-clip,5,0.7272727272727273
2121,BWA-std,5,0.2727272727272727
2121,NW-flex,5,1.0
2121,BWA-no-clip,6,0.9090909090909091
2121,BWA-std,6,0.36363636363636365
2121,NW-flex,6,1.0
2121,BWA-no-clip,7,1.0
2121,BWA-std,7,0.2727272727272727
2121,NW-flex,7,1.0
2121,BWA-no-clip,8,1.0
2121,BWA-std,8,0.45454545454545453
2121,NW-flex,8,1.0
2121,BWA-no-clip,9,1.0
2121,BWA-std,9,0.45454545454545453
2121,NW-flex,9,1.0
2121,BWA-no-clip,10,1.0
2121,BWA-std,10,0.45454545454545453
2121,NW-flex,10,1.0
2122,BWA-no-clip,1,0.5454545454545454
2122,BWA-std,1,0.09090909090909091
2122,NW-flex,1,1.0
2122,BWA-no-clip,2,0.6363636363636364
2122,BWA-std,2,0.09090909090909091
2122,NW-flex,2,1.0
2122,BWA-no-clip,3,0.8181818181818182
2122,BWA-std,3,0.18181818181818182
2122,NW-flex,3,1.0
2122,BWA-no-clip,4,0.8181818181818182
2122,BWA-std,4,0.09090909090909091
2122,NW-flex,4,1.0
2122,BWA-no-clip,5,0.7272727272727273
2122,BWA-std,5,0.2727272727272727
2122,NW-flex,5,1.0
2122,BWA-no-clip,6,0.8181818181818182
2122,BWA-std,6,0.36363636363636365
2122,NW-flex,6,1.0
2122,BWA-no-clip,7,1.0
2122,BWA-std,7,0.2727272727272727
2122,NW-flex,7,1.0
2122,BWA-no-clip,8,0.9090909090909091
2122,BWA-std,8,0.45454545454545453
2122,NW-flex,8,1.0
2122,BWA-no-clip,9,1.0
2122,BWA-std,9,0.45454545454545453
2122,NW-flex,9,1.0
2122,BWA-no-clip,10,1.0
2122,BWA-std,10,0.45454545454545453
2122,NW-flex,10,1.0
2123,BWA-no-clip,1,0.5454545454545454
2123,BWA-std,1,0.09090909090909091
2123,NW-flex,1,1.0
2123,BWA-no-clip,2,0.5454545454545454
2123,BWA-std,2,0.09090909090909091
2123,NW-flex,2,1.0
2123,BWA-no-clip,3,0.6363636363636364
2123,BWA-std,3,0.18181818181818182
2123,NW-flex,3,1.0
2123,BWA-no-clip,4,0.8181818181818182
2123,BWA-std,4,0.09090909090909091
2123,NW-flex,4,1.0
2123,BWA-no-clip,5,0.8181818181818182
2123,BWA-std,5,0.2727272727272727
2123,NW-flex,5,1.0
2123,BWA-no-clip,6,0.9090909090909091
2123,BWA-std,6,0.36363636363636365
2123,NW-flex,6,1.0
2123,BWA-no-clip,7,0.9090909090909091
2123,BWA-std,7,0.2727272727272727
2123,NW-flex,7,1.0
2123,BWA-no-clip,8,0.9090909090909091
2123,BWA-std,8,0.45454545454545453
2123,NW-flex,8,1.0
2123,BWA-no-clip,9,1.0
2123,BWA-std,9,0.45454545454545453
2123,NW-flex,9,1.0
2123,BWA-no-clip,10,1.0
2123,BWA-std,10,0.45454545454545453
2123,NW-flex,10,1.0
2124,BWA-no-clip,1,0.45454545454545453
2124,BWA-std,1,0.09090909090909091
2124,NW-flex,1,1.0
2124,BWA-no-clip,2,0.45454545454545453
2124,BWA-std,2,0.09090909090909091
2124,NW-flex,2,1.0
2124,BWA-no-clip,3,0.5454545454545454
2124,BWA-std,3,0.18181818181818182
2124,NW-flex,3,1.0
2124,BWA-no-clip,4,0.8181818181818182
2124,BWA-std,4,0.09090909090909091
2124,NW-flex,4,1.0
2124,BWA-no-clip,5,0.8181818181818182
2124,BWA-std,5,0.2727272727272727
2124,NW-flex,5,1.0
2124,BWA-no-clip,6,0.9090909090909091
2124,BWA-std,6,0.36363636363636365
2124,NW-flex,6,1.0
2124,BWA-no-clip,7,0.9090909090909091
2124,BWA-std,7,0.2727272727272727
2124,NW-flex,7,1.0
2124,BWA-no-clip,8,0.9090909090909091
2124,BWA-std,8,0.45454545454545453
2124,NW-flex,8,1.0
2124,BWA-no-clip,9,1.0
2124,BWA-std,9,0.45454545454545453
2124,NW-flex,9,1.0
2124,BWA-no-clip,10,1.0
2124,BWA-std,10,0.45454545454545453
2124,NW-flex,10,1.0
