pind1,pind2,arm,bridge_len,correct
1379,4905,NW-flex,1,1.0
1379,4905,BWA-no-clip,2,0.6611570247933884
1379,4905,BWA-std,2,0.6528925619834711
1379,4905,NW-flex,2,1.0
1379,4905,BWA-no-clip,3,1.0
1379,4905,BWA-std,3,1.0
1379,4905,NW-flex,3,1.0
1379,4905,BWA-no-clip,4,1.0
1379,4905,BWA-std,4,1.0
1379,4905,NW-flex,4,1.0
1379,4905,BWA-no-clip,5,1.0
1379,4905,BWA-std,5,1.0
1379,4905,NW-flex,5,1.0
1388,1774,BWA-no-clip,1,0.6363636363636364
1388,1774,BWA-std,1,0.71900826446281
1388,1774,NW-flex,1,1.0
1388,1774,BWA-no-clip,2,1.0
1388,1774,BWA-std,2,1.0
1388,1774,NW-flex,2,1.0
1388,1774,BWA-no-clip,3,1.0
1388,1774,BWA-std,3,1.0
1388,1774,NW-flex,3,1.0
1388,1774,BWA-no-clip,4,1.0
1388,1774,BWA-std,4,1.0
1388,1774,NW-flex,4,1.0
1388,1774,BWA-no-clip,5,1.0
1388,1774,BWA-std,5,1.0
1388,1774,NW-flex,5,1.0
1420,5138,BWA-no-clip,1,0.2396694214876033
1420,5138,BWA-std,1,0.4132231404958678
1420,5138,NW-flex,1,1.0
1420,5138,BWA-no-clip,2,0.2396694214876033
1420,5138,BWA-std,2,0.4132231404958678
1420,5138,NW-flex,2,1.0
1420,5138,BWA-no-clip,3,0.71900826446281
1420,5138,BWA-std,3,0.8264462809917356
1420,5138,NW-flex,3,1.0
1420,5138,BWA-no-clip,4,0.9669421487603306
1420,5138,BWA-std,4,0.9752066115702479
1420,5138,NW-flex,4,1.0
1420,5138,BWA-no-clip,5,1.0
1420,5138,BWA-std,5,1.0
1420,5138,NW-flex,5,1.0
1431,6324,BWA-no-clip,1,0.35537190082644626
1431,6324,BWA-std,1,0.45454545454545453
1431,6324,NW-flex,1,1.0
1431,6324,BWA-no-clip,2,0.7520661157024794
1431,6324,BWA-std,2,0.8099173553719008
1431,6324,NW-flex,2,1.0
1431,6324,BWA-no-clip,3,1.0
1431,6324,BWA-std,3,1.0
1431,6324,NW-flex,3,1.0
1431,6324,BWA-no-clip,4,1.0
1431,6324,BWA-std,4,1.0
1431,6324,NW-flex,4,1.0
1431,6324,BWA-no-clip,5,1.0
1431,6324,BWA-std,5,1.0
1431,6324,NW-flex,5,1.0
1441,4864,BWA-no-clip,1,0.256198347107438
1441,4864,BWA-std,1,0.4049586776859504
1441,4864,NW-flex,1,1.0
1441,4864,BWA-no-clip,2,0.3140495867768595
1441,4864,BWA-std,2,0.4628099173553719
1441,4864,NW-flex,2,1.0
1441,4864,BWA-no-clip,3,0.9008264462809917
1441,4864,BWA-std,3,0.9256198347107438
1441,4864,NW-flex,3,1.0
1441,4864,BWA-no-clip,4,1.0
1441,4864,BWA-std,4,1.0
1441,4864,NW-flex,4,1.0
1441,4864,BWA-no-clip,5,1.0
1441,4864,BWA-std,5,1.0
1441,4864,NW-flex,5,1.0
1457,2614,BWA-no-clip,1,0.21487603305785125
1457,2614,BWA-std,1,0.4380165289256198
1457,2614,NW-flex,1,1.0
1457,2614,BWA-no-clip,2,1.0
1457,2614,BWA-std,2,1.0
1457,2614,NW-flex,2,1.0
1457,2614,BWA-no-clip,3,1.0
1457,2614,BWA-std,3,1.0
1457,2614,NW-flex,3,1.0
1457,2614,BWA-no-clip,4,1.0
1457,2614,BWA-std,4,1.0
1457,2614,NW-flex,4,1.0
1457,2614,BWA-no-clip,5,1.0
1457,2614,BWA-std,5,1.0
1457,2614,NW-flex,5,1.0
1465,2494,BWA-no-clip,1,0.6611570247933884
1465,2494,BWA-std,1,0.71900826446281
1465,2494,NW-flex,1,1.0
1465,2494,BWA-no-clip,2,1.0
1465,2494,BWA-std,2,1.0
1465,2494,NW-flex,2,1.0
1465,2494,BWA-no-clip,3,1.0
1465,2494,BWA-std,3,1.0
1465,2494,NW-flex,3,1.0
1465,2494,BWA-no-clip,4,1.0
1465,2494,BWA-std,4,1.0
1465,2494,NW-flex,4,1.0
1465,2494,BWA-no-clip,5,1.0
1465,2494,BWA-std,5,1.0
1465,2494,NW-flex,5,1.0
1477,6703,BWA-no-clip,1,0.371900826446281
1477,6703,BWA-std,1,0.5371900826446281
1477,6703,NW-flex,1,1.0
1477,6703,BWA-no-clip,2,1.0
1477,6703,BWA-std,2,1.0
1477,6703,NW-flex,2,1.0
1477,6703,BWA-no-clip,3,0.7107438016528925
1477,6703,BWA-std,3,0.7933884297520661
1477,6703,NW-flex,3,1.0
1477,6703,BWA-no-clip,4,1.0
1477,6703,BWA-std,4,1.0
1477,6703,NW-flex,4,1.0
1477,6703,BWA-no-clip,5,1.0
1477,6703,BWA-std,5,1.0
1477,6703,NW-flex,5,1.0
